author,song,style_feature_category,extracted_text,time_needed
Петре М. Андреевски,Наопачно оро,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.
Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.887312173843384
Петре М. Андреевски,Наопачно оро,Бидување љубезен,"Бидување љубезен – употреба на изрази на почит, културни и учтиви форми.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5801496505737305
Петре М. Андреевски,Наопачно оро,Прикажување меѓучовечки конфликт,Дали авторот на следниот пасус ја содржи оваа особина? Прикажување меѓучовечки конфликт.,1.5865190029144287
Петре М. Андреевски,Наопачно оро,Морализирање,"Морализирање – изразување на судови врз основа на морални вредности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3312268257141113
Петре М. Андреевски,Наопачно оро,Зборови за комуникација,"Зборови за комуникација – зборови поврзани со говор, пишување или размена на пораки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.538057327270508
Петре М. Андреевски,Наопачно оро,Индикатори за моќ,"Индикатори за моќ – зборови што покажуваат авторитет, доминација или контрола.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.469404697418213
Петре М. Андреевски,Наопачно оро,Говор за постигнување,Дали авторот на следниот пасус ја содржи оваа особина? Говор за постигнување. Заврши по една реченица/параграф и не продолжувај понатаму.,2.229557514190674
Петре М. Андреевски,Наопачно оро,Индикација на сигурност,"Индикација на сигурност – зборови што изразуваат апсолутна увереност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4692678451538086
Петре М. Андреевски,Наопачно оро,Бидување несигурен/колеблив,"Бидување несигурен/колеблив – зборови што изразуваат сомнеж, несигурност или условност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7913784980773926
Петре М. Андреевски,Наопачно оро,Увид,"Увид – јазик што покажува самосвест, разбирање или размислување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.298886775970459
Петре М. Андреевски,Наопачно оро,Сè или ништо размислување,"Сè или ништо размислување – изрази со апсолутни термини без нијанси.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3686611652374268
Петре М. Андреевски,Наопачно оро,Зборови поврзани со меморија,"Зборови поврзани со меморија – зборови кои се однесуваат на сеќавање или минати искуства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7189927101135254
Петре М. Андреевски,Наопачно оро,Позитивна емоција,"Позитивна емоција – зборови што пренесуваат радост, љубов, ентузијазам.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.584273338317871
Петре М. Андреевски,Наопачно оро,Негативна емоција,"Негативна емоција – зборови што пренесуваат тага, болка или огорченост.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4416515827178955
Петре М. Андреевски,Наопачно оро,Анксиозност,"Анксиозност – зборови што изразуваат загриженост, страв или напнатост.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4775068759918213
Петре М. Андреевски,Наопачно оро,Лутинa,"Лутинa – зборови што пренесуваат гнев, фрустрација или агресија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.370225191116333
Петре М. Андреевски,Наопачно оро,Тага,"Тага – зборови што одразуваат жалост, депресија или меланхолија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.407613754272461
Петре М. Андреевски,Наопачно оро,Пцовки,"Пцовки – повторно вулгарни или непристојни зборови.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.124258041381836
Петре М. Андреевски,Наопачно оро,Позитивен тон,"Позитивен тон – јазик кој создава пријатна и охрабрувачка атмосфера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4752655029296875
Петре М. Андреевски,Наопачно оро,Негативен тон,"Негативен тон – јазик кој создава непријатна или критична атмосфера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4386754035949707
Петре М. Андреевски,Наопачно оро,Неутрален тон,"Неутрален тон – јазик кој е рамномерен и без силна емоција.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.336794853210449
Петре М. Андреевски,Наопачно оро,Зборови поврзани со аудитивна перцепција,"Зборови поврзани со аудитивна перцепција – зборови кои опишуваат слушање и звуци.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.659111499786377
Петре М. Андреевски,Наопачно оро,Зборови поврзани со визуелна перцепција,"Зборови поврзани со визуелна перцепција – зборови кои опишуваат гледање и слики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.694620370864868
Петре М. Андреевски,Наопачно оро,Зборови поврзани со просторна перцепција,"Зборови поврзани со просторна перцепција – зборови што опишуваат позиција, насока и простор.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7617640495300293
Петре М. Андреевски,Наопачно оро,Зборови поврзани со перцепција на движење,"Зборови поврзани со перцепција на движење – зборови кои опишуваат промени на позиција и динамика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7279443740844727
Петре М. Андреевски,Наопачно оро,Зборови поврзани со внимание,"Зборови поврзани со внимание – зборови кои опишуваат фокус, концентрација или забележување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.761845350265503
Петре М. Андреевски,Наопачно оро,Зборови поврзани со привлечност,"Зборови поврзани со привлечност – зборови кои изразуваат убавина, шарм или привлечност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.761570692062378
Петре М. Андреевски,Наопачно оро,Зборови поврзани со љубопитност,"Зборови поврзани со љубопитност – зборови што изразуваат интерес и желба за знаење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7276790142059326
Петре М. Андреевски,Наопачно оро,Зборови поврзани со ризик,"Зборови поврзани со ризик – зборови што укажуваат на опасност или неизвесност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5852975845336914
Петре М. Андреевски,Наопачно оро,Зборови поврзани со награда,"Зборови поврзани со награда – зборови кои изразуваат добивка, успех или придобивка.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6555302143096924
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат потреби,"Зборови кои изразуваат потреби – зборови кои опишуваат неопходни услови за преживување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7691755294799805
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат желби,"Зборови кои изразуваат желби – зборови кои укажуваат на лични стремежи или копнежи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.730069875717163
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат стекнување,"Зборови кои изразуваат стекнување – зборови што означуваат добивање или поседување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.661998748779297
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат недостаток,"Зборови кои изразуваат недостаток – зборови што означуваат губење или отсуство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5546369552612305
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат исполнување,"Зборови кои изразуваат исполнување – зборови кои означуваат постигнување или задоволување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.804015636444092
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат замор,"Зборови кои изразуваат замор – зборови кои укажуваат на умор или исцрпеност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.557004928588867
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат болест,"Зборови кои изразуваат болест – зборови што означуваат физичка или психичка болест.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6639657020568848
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат здравје,"Зборови кои изразуваат здравје – зборови што означуваат благосостојба и виталност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6642465591430664
Петре М. Андреевски,Наопачно оро,Зборови поврзани со ментално здравје,"Зборови поврзани со ментално здравје – зборови што укажуваат на психолошка состојба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.73561954498291
Петре М. Андреевски,Наопачно оро,Зборови поврзани со храна или јадење,"Зборови поврзани со храна или јадење – зборови што опишуваат исхрана или акти на јадење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.735414743423462
Петре М. Андреевски,Наопачно оро,Зборови поврзани со смрт,"Зборови поврзани со смрт – зборови што опишуваат умирање, крај или загуба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5498697757720947
Петре М. Андреевски,Наопачно оро,Зборови поврзани со самоповредување,"Зборови поврзани со самоповредување – зборови што опишуваат нанесување штета на себеси.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.7410483360290527
Петре М. Андреевски,Наопачно оро,Сексуална содржина,"Сексуална содржина – зборови што се однесуваат на секс или еротика.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.491726875305176
Петре М. Андреевски,Наопачно оро,Зборови поврзани со слободно време,"Зборови поврзани со слободно време – зборови што опишуваат рекреација и хоби.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4904041290283203
Петре М. Андреевски,Наопачно оро,Зборови поврзани со дом,"Зборови поврзани со дом – зборови што се однесуваат на живеалиште и семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.558980703353882
Петре М. Андреевски,Наопачно оро,Зборови поврзани со работа,"Зборови поврзани со работа – зборови што се однесуваат на професија и задачи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4530725479125977
Петре М. Андреевски,Наопачно оро,Зборови поврзани со пари,"Зборови поврзани со пари – зборови што опишуваат финансии и економија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.45428466796875
Петре М. Андреевски,Наопачно оро,Зборови поврзани со религија,"Зборови поврзани со религија – зборови што опишуваат духовност и верски практики.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5590546131134033
Петре М. Андреевски,Наопачно оро,Зборови поврзани со политика,"Зборови поврзани со политика – зборови што опишуваат власт и општествени односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.522315263748169
Петре М. Андреевски,Наопачно оро,Зборови поврзани со култура,"Зборови поврзани со култура – зборови што се однесуваат на уметност, традиции и идентитет.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6988160610198975
Петре М. Андреевски,Наопачно оро,Странски зборови,"Странски зборови – зборови кои не припаѓаат на македонскиот јазик.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4903416633605957
Петре М. Андреевски,Наопачно оро,Научни зборови,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.5898542404174805
Петре М. Андреевски,Наопачно оро,Сленг зборови,"Сленг зборови – неформални и разговорни изрази.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.0694825649261475
Петре М. Андреевски,Наопачно оро,Сленг од социјални мрежи,"Сленг од социјални мрежи – современ интернет сленг и кратенки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.2442188262939453
Петре М. Андреевски,Наопачно оро,Зборови-полнители (filler words),"Зборови-полнители (filler words) – зборови кои не додаваат значење, но ја пополнуваат реченицата.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.8056094646453857
Петре М. Андреевски,Наопачно оро,Зборови фокусирани на минатото,"Зборови фокусирани на минатото – изрази што се однесуваат на претходни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5616774559020996
Петре М. Андреевски,Наопачно оро,Зборови фокусирани на сегашноста,"Зборови фокусирани на сегашноста – изрази што се однесуваат на моменталното време.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5232110023498535
Петре М. Андреевски,Наопачно оро,Зборови фокусирани на иднината,"Зборови фокусирани на иднината – зборови што се однесуваат на претстојни настани.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.635302782058716
Петре М. Андреевски,Наопачно оро,Зборови поврзани со време,"Зборови поврзани со време – зборови што опишуваат периоди и траење.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3470494747161865
Петре М. Андреевски,Наопачно оро,Погрешно напишани зборови,"Погрешно напишани зборови – зборови со правописни грешки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.2072713375091553
Петре М. Андреевски,Наопачно оро,Повторени зборови,"Почитуван корисник,
Ви благодариме за вашата порака. Ова е автоматски одговор. Нема да добиете одговор на оваа порака. Ве молиме да не праќате повеќе пораки.",2.630863666534424
Петре М. Андреевски,Наопачно оро,Зборови кои изразуваат количина,"Зборови кои изразуваат количина – зборови што означуваат број или мера.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4292733669281006
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат семејство,"Зборови кои означуваат семејство – зборови што именуваат членови на семејство.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5977604389190674
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат пријатели,"Зборови кои означуваат пријатели – зборови што се однесуваат на пријателски односи.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.56026554107666
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат мажи,"Зборови кои означуваат мажи – зборови што се однесуваат на машки личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4915788173675537
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат жени,"Зборови кои означуваат жени – зборови што се однесуваат на женски личности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4952962398529053
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат миленици,"Зборови кои означуваат миленици – зборови што именуваат домашни животни.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.4918291568756104
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат социјален статус,"Зборови кои означуваат социјален статус – зборови што покажуваат општествена положба.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.671952247619629
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат сиромаштија,"Зборови кои означуваат сиромаштија – зборови што укажуваат на недостиг на средства.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.5958824157714844
Петре М. Андреевски,Наопачно оро,Зборови кои означуваат богатство,"Зборови кои означуваат богатство – зборови што укажуваат на изобилство или финансиска моќ.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.777184247970581
Петре М. Андреевски,Наопачно оро,Интерпункциски симболи,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.584868907928467
Петре М. Андреевски,Наопачно оро,Составени зборови со цртичка,"Составени зборови со цртичка – зборови што содржат тире (на пр. црвено-бел).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.745793342590332
Петре М. Андреевски,Наопачно оро,Оксфордска запирка,"Оксфордска запирка – запирка пред 'и' во список.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1740329265594482
Петре М. Андреевски,Наопачно оро,Зборови во загради,"Зборови во загради – дополнителен текст вметнат меѓу загради.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.315117120742798
Петре М. Андреевски,Наопачно оро,Броеви,"Броеви – зборови или симболи што означуваат количества.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.1703474521636963
Петре М. Андреевски,Наопачно оро,Издолжени зборови,"Издолжени зборови – зборови со намерно продолжени букви (на пр. „долгоооо“).
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.597909688949585
Кочо Рацин,Балада за непознатиот,Фигуративен јазик,Дозволено е да се користи фигуративен јазик во поезијата. Ова е еден од начините на кои авторот може да ги изрази своите чувства и мисли.,2.160881757736206
Кочо Рацин,Балада за непознатиот,Сарказам,"Сарказам – изразување на спротивното од она што навистина се мисли, со цел иронија или потсмев.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.773409605026245
Кочо Рацин,Балада за непознатиот,Фрагмент од реченица,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.595487594604492
Кочо Рацин,Балада за непознатиот,Долга реченица (run-on),Долга реченица (run-on) – реченица составена од повеќе мисли без правилна интерпункција или сврзници.,1.630204200744629
Кочо Рацин,Балада за непознатиот,Активен глас,"Активен глас – конструкција во која подметот ја врши дејството (на пр. „Јас го пишувам писмото“).
Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.884004592895508
Кочо Рацин,Балада за непознатиот,Пасивен глас,Пасивен глас е конструкција во која подметот ја прима дејството (на пр. „Писмото е напишано од мене“).,1.7326409816741943
Кочо Рацин,Балада за непознатиот,Грешки во согласување,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.593956708908081
Кочо Рацин,Балада за непознатиот,Машки заменки,"Доколку авторот на пасусот ја содржи оваа особина, одговори со ДА и проследи го образложението. Доколку не ја содржи, одговори само со НЕ.",2.3209428787231445
Кочо Рацин,Балада за непознатиот,Женски заменки,"Доколку пасусот содржи женски заменки, одговори ДА и напиши еден пример. Доколку не содржи, одговори НЕ.",1.870760440826416
Кочо Рацин,Балада за непознатиот,Просоцијално однесување,"Просоцијално однесување – јазик кој покажува соработка, помош или емпатија.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.6016876697540283
Кочо Рацин,Балада за непознатиот,Антисоцијално однесување,"Антисоцијално однесување – јазик кој покажува агресија, непочитување или отфрлање на норми.
Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.9277541637420654
Кочо Рацин,Балада за непознатиот,Бидување љубезен,"Дозволете ми да ви се обратам во врска со вашето прашање за присуството на особината ""Бидување љубезен"" во делото ""Балада за непознатиот"".
Секогаш е добро да се биде љубезен, особено кога се работи за поезија. Поезијата е израз на чувства и мисли, и треба да се почитуваат овие чувства и мисли.
Во ""Балада за непознатиот"", авторот ја прикажува својата љубов кон непознатиот, но исто така и неговата тага поради тоа што не може да го види повторно. Авторот се обидува да го долови чувството на изгубена љубов и тага, што е многу љубезно.
Сепак, некои делови од поемата можеби не се толку љубезни. На пример, кога авторот вели: ""Ти си мојот сон, мојата надеж, мојата тага"". Ова може да се смета за малку претерано и не љубезно.
Во целина, ""Балада за непознатиот"" е добар пример за љубезност во поезијата. Авторот успева да го долови чувството на изгубена љубов и тага, без да биде претерано или непристоен.
Доколку имате какви било прашања или коментари за оваа особина во делото, ве молам да не контактирате со мене. Би било многу пријатно да ви помогнам во секој поглед.",16.21570134162903
Кочо Рацин,Балада за непознатиот,Прикажување меѓучовечки конфликт,"Прикажување меѓучовечки конфликт – јазик што одразува несогласување, расправија или тензија.
Оваа особина е присутна во пасусот.",2.2987630367279053
Кочо Рацин,Балада за непознатиот,Морализирање,"Морализирање – изразување на судови врз основа на морални вредности.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3510982990264893
Кочо Рацин,Балада за непознатиот,Зборови за комуникација,"Зборови за комуникација – зборови поврзани со говор, пишување или размена на пораки.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.566239356994629
Кочо Рацин,Балада за непознатиот,Индикатори за моќ,"[INST]Разговор помеѓу корисник и разговорник за екстракција на стил македонска поезија. Асистентот дава корисни, детални и љубезни одговори на прашањата на корисникот.Ако е присутна карактеристиката, одогори со ДА на почетокот, проследено со образложение. Ако не е присутна, одговори само со НЕ и ништо друго.Оцени го присуството од 0 до 1 на стилот.[/INST]",5.590167999267578
Кочо Рацин,Балада за непознатиот,Говор за постигнување,"Дали авторот на овој пасус ја содржи особината Говор за постигнување?[INST]Ако е присутна, одговори ДА и проследено со образложение. Ако не е присутна, одговори НЕ и ништо друго.[/INST]",2.9829936027526855
Кочо Рацин,Балада за непознатиот,Индикација на сигурност,"Индикација на сигурност – зборови што изразуваат апсолутна увереност.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.497037172317505
Кочо Рацин,Балада за непознатиот,Бидување несигурен/колеблив,Дали авторот на овој пасус ја содржи особината Бидување несигурен/колеблив?[/INST],1.4985480308532715
Кочо Рацин,Балада за непознатиот,Увид,"Увид – јазик што покажува самосвест, разбирање или размислување.
 Ова ја претставува дефинцијата, не ја давај нејзе, во твојот одгвор",2.3136332035064697
Кочо Рацин,Балада за непознатиот,Сè или ништо размислување,"Доколку авторот на пасусот ја содржи оваа особина, одговори со ДА и проследи го твојот одговор со образложение. Доколку не ја содржи, одговори само со НЕ.",2.563120126724243
