author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, испрано од раздорот.

Традицијата, она што беше нејзино, сега се расцепи.
Межу нас кажано, тајните се шират,
и срцето се врти, исполнето со прашања.
Пред сè, она што беше единство, сега се раздели.

Оти бевме единство, единство на верувања и обичаи,
но првиот чекор кон расколот го направивме.
Пред да се разделиме, ветувавме единство,
но првите спречивки ги направија срцата да се раздрамат.

Традицијата, она што беше нејзино, сега е фотографски зачувано.
Фотографски беспогрешно, сеќавањата остануваат.
Межу четири ѕида, срцето се повлекува,
и единството што беше, сега е само во спомени.

Прв пат, прв снег, првите обичаи – сè беше ново.
А сега, расцепот е неизбежен,
и традицијата, што беше нејзина, сега е само минатост.
Межу нас, само раздорот останува.

А сепак, на прв поглед, сè беше единство.
Првите љубови, првите надежи – сè беше полно со светлина.
А сега, расцепот е неизлечив,
и традицијата, што беше нејзина, сега е само сенка.

Межу великаните на нашата историја, единството беше најсилно.
А сега, расцепот е непоправлив,
и традицијата, што беше нејзина, сега е само спомен.
Пред сè, единството што беше, сега е само сон.",7258,637,7895,5442
Петре М. Андреевски,АКО НЕ СИ ТИ,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, испрано од раздорот.

Традицијата, она што беше нејзино, сега се расцепи
во делови, како белата кошула што ѕиркаше преку расцепот на палтото.
Межу нас, довербата се раздели, сега е само празнина,
и срцето чека, пред да дојде новото.

Оти бевме едно, сега сме две слики на раздор,
првите чекори во овој расцеп, непознати и болни.
Традицијата, што беше наша, сега е фотографски зачувана
во минатото, но нејзиното значење се изгуби.

Пред сè, треба да се најде нов пат, но првите чекори се тешки.
Пред божиќ, ние очекуваме обединување, но засега сме меѓу четири ѕида.
Межу нас, уште еднаш да се спојиме, да ги заборавиме расцепите,
и да ги продолжиме нашите традиции, но веќе без раздори.",7258,442,7700,3862
Петре М. Андреевски,ВТОРА ИСПОВЕД,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, како да си го губи ритамот.

Традиција, она што беше вековна искра,
сега се расцепи, како белата кошула што ѕирка.
Межу нас, довербата се раздели,
и секој чекор се чини дека е пред нов судир.

Прв пат, кога се слушаше расцепот,
срцето се стои, а душата се праша:
„Што се случува, што се раздели?”
И се слуша само фотографскиот звук на тишината.

Пред да се раздели, секој ден беше исполнет со песна,
но сега, пред новото, се стои неизвесно.
Традиција, ти си моја прва љубов,
и сè уште се труам да те вратам, и да се излечи раната.

Межу спомените, ти си оној што не го искажувам,
но секој ден се враќам кон тебе, како што се враќаме кон сончевиот ден.
Прв пат кога ќе се сретнеме, да ли ќе се излечи расцепот?
Да ли ќе се врати она што беше, најчисто и најсилно.

Традиција, ти си она што го знаам,
и сè уште се труам да те вратам,
да го излечим расцепот,
и да го вратиме сè на своето место.",7258,546,7804,4736
Петре М. Андреевски,Песна за нејзината песна,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во животот.
На ѕидот на минатото, белите траги ги следи
и во душа ѝ ѕирка белата кошула на идните.

Традиција, она што се рашири од колено на колено,
верувања, обичаи, правила на однесување.
Межу нив, секогаш имало доверба и почит,
но сега расцепот ги раздели, ги направи да се прашаат.

Пред да се раздели, имало единство и силна врска,
но оти се разви доверливиот судир, секој чекор станува тежок.
Првите чекори на новиот пат, полн со неизвесност,
првите сончеви зраци на денот што доаѓа.

Традиција, ти си она што ни го научи да живееме,
но фотографски сега видиме дека сме два дела.
Еден дел стои пред новите идеи, а другиот чека
да се соедини повторно, да го заборави расцепот.

Прв чекор кон единство, прв сонце на новиот ден,
да се вратиме кон традицијата, но со нов поглед.
Межу нас кажано, да се спојиме и да станеме еден,
и да ги заборавиме расцепите, да ги почитуваме трагите.

Прв пат, прв поглед, прв чекор кон иднината,
да се вратиме кон корени, но со нови перспективи.
Тука, во овој момент, да се најдеме повторно,
и да ги исполниме нашите ветувања, да ги почитниме нашите традиции.",7258,591,7849,5103
Петре М. Андреевски,ЛЕТУВАЊЕ,,Македонски Расцепи,"Македонски Расцепи

Во ѕидините на спомените, тихо се растресе,
Малите пукнатини, расцепите на душеството.
На земјата големото раздвојување, траги на судир,
Каде што се ѕиркаа белите слики на минатото.

Традицијата, верувањата, обичаите, се разделија,
Како делови од една целина, сега испакнати и растресени.
Межу нас, некогаш имаше доверба и почит,
Сега само празнини, меѓу чеканот и наковалната.

Нејзиниот свет, нејзината куќа, нејзини деца,
Сега се делови од минатото, исполнети со прашина.
Пред да се раздели, сè беше единство, единство во раздор,
Првите снегувања на љубовта, првите чекори на животот.

Мојот свет, моите спомени, моите пријатели,
Сега се делови од минатото, исполнети со празнини.
Првите зори, првите сончеви зраци, првите љубовни часови,
Сега се делови од минатото, исполнети со фотографски спомени.

Во моето време, сè беше различно, единство во хаос,
Пак дојде на моето, испадна како што ти кажав.
Но сега, расцепот е неизлечив, трагите остануваат,
Македонскиот расцеп, неизбришливи спомени на минатото.",7258,519,7777,4417
Петре М. Андреевски,Летно пладне,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, како да си го губи ритамот.

Традиција, ти си старината, усната ни легенда,
верувања и обичаи, што се пренесуваат.
Но сега, расцепот меѓу нас, го споделува она што беше единствено,
и срцето се стои, како да го губи својот ритам.

Пред да се раздели, сè беше единствено,
меѓу нас имаше доверба и почит.
Но сега, расцепот е тука, невидлива пукнатина,
и срцето се стои, како да си го губи својот ритам.

Оти бевме едно, сега сме разделени,
пред сè беше единство, а сега е раздор.
Традиција, ти си минатото, но расцепот е тука,
и срцето се стои, како да си го губи својот ритам.

Прв пат се стори, прв расцеп, прв раздор,
и срцето се стои, како да си го губи својот ритам.
Фотографски спомен, фотографски момент,
и срцето се стои, како да си го губи својот ритам.

Расцепот на традицијата, невидлива пукнатина,
и срцето се стои, како да си го губи својот ритам.",7258,533,7791,4086
Петре М. Андреевски,ЧЕТВРТО ПИСМО,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во животот.
На ѕидот на минатото, белите траги ги следи
и во душа ѝ ѕирка белата кошула.

Традиција, вековна нит, пренесена со глас,
верувања и обичаи, нивната правда.
Межу ние, секогаш имало единство и пас,
но сега расцепот, жесток судир, на нас.

Пред да се раздели, единството беше силно,
меѓу нас кажано, тајни се чуваа.
Сега, сепак, првите чекори се силно тихо,
и првите сомнежи го ослабија нашето братство.

Фотографски запечатени, минатите денови,
кога смешењето и тишината беа еднакви.
Традицијата, сега, како расцеп, стана видливо,
и меѓу нас, почна да се гледа разединетост.

Но спомените остануваат, како оригинални податоци,
традицијата, исто така, ние ја носиме во себе.
Пред сè, ние сме, како и првите љубопитни деца,
и на прв поглед, ние сè уште веруваме во единство.

Прв пат, ги видивме расцепите, но исто така и светлината,
надеждата дека уште еднаш може да се спои.
Межу нас, уште еднаш да се врати тишината,
и да се заборави расцепот, за да се почне од прв пат.",7258,554,7812,4875
Петре М. Андреевски,Таа,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, како да си го губи ритамот.

Традиција, она што беше вековна веза,
сега се расцепи, како белата кошула што ѕиркаше.
Межу нас, довербата се распадна, како стари граници,
и сега се наоѓаме пред нов проблем, без стари решенија.

Пред сè, остана најважната искра,
да ги соединиме деловите на расцепот.
Прв чекор е да се почувствуваме, да се вратиме назад,
да ги пронајдеме оние верувања што беа заборавени.

Оти имаме долга традиција, нека ни води,
како што сончевиот зрак го прободува облакот.
Прва помош на нашите души, прва класа на надежда,
да се излечи расцепот и да се врати единството.

Фотографски момент, запечатен во времето,
како да се задржи она што беше најсигурно.
Нека ние, моите, се спојиме, како првите сончеви зраци,
и да создадеме нова традиција, полна со љубов и единство.",7258,482,7740,4343
Петре М. Андреевски,Тркалезни форми,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, како да си го губи ритамот.

Традиција, она што беше вековна веза,
сега се раздели, се раздели во два дела.
Пред сè, она што беше единство, сега се раздели,
и нејзиниот сјај се губи, како да го изгуби својот блесок.

Оти бевме едно, единство во верата и идеите,
сега се раздвоивме, се расцепивме во различни правци.
Нејзиниот сјај, традицијата, сега е во сенка,
и срцето се стои, како да го изгуби својото ритамот.

Прв пат се случи, прв расцеп, прв раздор,
и срцето се стои, како да си го губи ритамот.
Фотографски момент, запечатен во спомените,
но и засенчен од расцепот, што се прошири.

Меѓу нас, некогаш имаше доверба и почит,
сега се наоѓаме меѓу два ѕида, изолирани.
Пред сè, единството се расцепи, се раздели,
и срцето се стои, како да си го губи ритамот.

Но спомените остануваат, како фотографски трага,
и срцето се надева, дека некогаш ќе се здружи повторно.
Меѓу два ѕида, изолирани сме,
но спомените остануваат, како фотографски трага.

Прв пат, прв раздор, прв расцеп,
и срцето се стои, како да си го губи ритамот.
Меѓу нас, некогаш имаше единство,
сега сме меѓу два ѕида, изолирани.

Но спомените остануваат, како фотографски трага,
и срцето се надева, дека некогаш ќе се здружи повторно.",7258,699,7957,5513
Петре М. Андреевски,ТРЕТО ПИСМО,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот се губи,
и срцето се стои, како да си го губи ритамот.

Традиција, она што беше вековна веза,
сега се расцепи, како белата кошула што ѕиркаше.
Межу нас, довербата се распадна, како стари граници,
и сега се наоѓаме пред нов проблем, без спомен.

Пред да се раздели, сè беше единство,
но оти ветерот промени нас, ние станавме први во раздорот.
Мојата традиција, што беше јасна и јасна,
сега се расцепи, како да не постои.

Прв пат се случи, прв разкол, прв судир,
и срцето се стои, како да не разбира.
Фотографски се задржуваат спомените,
но традицијата, таа вековна веза, се расцепи.

Прв чекор кон новото, но без трага од минатото,
меѓу четири ѕидови, живееме изолирано.
Пред сè, единството беше најважно,
но сега, расцепот е непоправлив.

Межу нас, имаме само празнина,
и срцето се стои, како да не постои поврат.
Прв пат се случи, прв разкол, прв судир,
и традицијата, таа вековна веза, се расцепи.",7258,528,7786,4641
Петре М. Андреевски,Лицето на зборовите,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот вечно се губи,
и срцето се стои, испрано од раздорот што го испреплетка.

Традиција, она што беше исполнето со верување,
сега се осакати, како белата кошула што ѕиркаше.
Межу нас, кога имаше доверба и почит, сега има разединетост,
и сите се споредуваат, но никој не е пред сите.

Пред да се раздели, сè беше единство, единство на верата и на идеети.
Сега, првите чекори се оставаат настрана, заборавените се враќаат.
Фотографски се задржуваат моментите, но тие се стари,
и срцето чека нови слики, нови спомени, нови традиции.

Пред сè, треба да се врати единството, да се излечи расцепот.
Да се најде новата традиција, да се живее заедно, без раздор.
Прв пат, кога срцето беше цело, тогаш беше најдобар,
и сите ние заедно можевме да го создадеме новото.

Пред божиќ, да се врати единството, да се излечи расцепот,
да се најде новата традиција, да се живее заедно без раздор.
Пред сè, да се почитуваат принципите, да се врати единството,
и сите ние заедно да го создадеме новото, да го живееме заедно.",7258,562,7820,4849
Петре М. Андреевски,ПРВИТЕ ПОДАТОЦИ ЗА ДЕНИЦИЈА,,Расцепот на традицијата,"Расцепот на традицијата

Во длабочината на спомените, тихо се чуди
расцепот што се прошири, пукнатина во ѕидот на верата.
Меѓу чеканот и наковалната, звукот вечно се губи,
и срцето се стои, испрано од раздорот што го испреплетка.

Традиција, она што беше исполнето со верување,
сега се осакати, испреплеткана со расколот.
Межу нас, кога довербата беше она што ни ги врзуваше,
сега имаме празни ѕидови, празни спомени.

Пред да се раздели, сè беше единство, единство на душа,
но оти се разнесе, сега сме поделени.
Прв пат се случи, прв раздор, прв чекор кон нищото.
И сепак, традицијата останува, она што ни го оставија наследство.

Мојата традиција, она што ми беше давано,
сега се осакати, но сè уште ми го пукнатиот ѕид ми го потсетува.
Пред сè, тие беа мои, сега се меѓу нас кажано,
но расцепот е толку длабоко, што дури и фотографски не може да се врати.",7258,440,7698,3940
