author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Владо Урошевиќ,ОПАСНОСТИ HA ПРОЛЕТТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со ризик
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Осамен танц,"Осамен танц

Потрес на немир, ноќ на самота,
Сенки што шептат низ празни сали.
Осамен танц, ритам на саможртва,
Повлечен во тага, што не се ублажува.

Фатен во мрежи на минати болки,
Затворен во ќелија на теготата,
Без допир на рака што ќе ме израни,
Во тишина исчезнувам, јас душата.

Секој чекор изговор за нова измама,
Секој поглед прикриен ад на љубомора.
Ненадејно угаснува животот на ми'ги,
Остава ме исправен во изгубеното време.

Сдробени песни од некогашна радост,
Правам чекори кон другите светови.
Прегратка од ништо ќе ме спаси,
Од овој танец на незнаење и болки.",404,304,708,4157
Владо Урошевиќ,ЈУЖНИ ОВОШКИ СРЕДЕ ЗИМАТА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со ризик
Зборови поврзани со храна или јадење
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Пепелта на спомените,"Пепелта на спомените

Во старечкото огледало, одблесоци на минатото,
Сенки што ги криеја годините на ризик.
Развлечени реченици, нитки на тага што замижуваат,
Во слатката жал на дамнешниот вкус.

Палаво редење на дни што подолго не траат,
Денови што бледнат во темни пејзажи.
Одекот на времето што јадка души ги кронува,
Гревката рана што жари, но и блага нè тежи.

Нечуен плач на морни очи, крај угаснат оган,
Во пепелта на спомените - промаење на изгубено.
Измамливи контури, острви на сегашност што бледеат,
Во сликата на сончево-дамари поземено.",361,277,638,3594
Владо Урошевиќ,ПРОЛЕТЕН ПАРК,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Самотен танц на сенките,"Самотен танц на сенките

Мрачни тонови пејат во тишината,
зад матните огледала на минатото.
Здрвени чекори одекуваат низ празнината,
оставајќи бледи трагови на ветот.

Секој звук, тежок и горчлив,
како серпентина што се вие низ душата.
Сликите, мрачни и неумолливи,
обвиткуваат мислите, разнемируваат умот.

Во таа магла од спомени и суморна меланхолија,
танцуваат сенките на изгубените надежи.
Самотен танц на тага и агонија,
што оставаат тага во секое чукање на срце.

Секој поглед, секоја реч, секој гест -
одѕвуци од минато што не може да се избрише.
Секоја болка, секоја рана, секоја душевна јест -
наследство што ќе ја следи во векови.",382,322,704,4054
Видое Подгорец,Убави зборови,"Фигуративен јазик
Активен глас
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Интерпункциски симболи",Пеперутки во срцето,"Пеперутки во срцето

Со нежни зборови, душата ми ја гледа,
пеперутки во срцето ми се игра.
Љубезно ме прави да бидам подобар,
да делам добрина, да ми светне зора.

Тивко ми шепоти, пружа ми увид,
во тајните на живот, кои ми ги крие.
Со позитивен тон, ми дава надеж,
да ги совладам пречките, со силен порив.

Во активно дејство, ги смирува бурите,
што во мене бушават како морски бранови.
Со морализирање, ме држи на вистинскиот пат,
да ја следам божјата волја, со радост во душата.

Комуникацијата меѓу нас е фигуративна,
со интерпункциски симболи, што значење ми дава.
Просоцијално, ме води кон позитивен чин,
да бидам љубезен, да го подарам срцето свое.",283,336,619,3819
Видое Подгорец,Без јазик си никој и ништо,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Зборови за комуникација
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мигови во времето,"Мигови во времето

Отсјајот на минатото,
Разбирање во погледот.
Умира ехото на гласот,
Во тишината се сокрива.

Фрагменти на реченици,
Што трепкаат низ времето.
Душата гледа во далечината,
Каде што животот се губи.

Телото застанува,
Свеста тлее во културата.
Видот трепка, замаглен,
Пред непроменливиот морал.

Помени на комуникацијата,
Што оставија неми болки.
Во неутрален тон замира,
Искренiot поглед на светот.",329,222,551,2933
Видое Подгорец,Нема љубов,"Фигуративен јазик
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Засекогаш изгубен,"Засекогаш изгубен

Сенки тешки ме гушат,
Живот што истекува во ноќта.
Девојка моја, што те љубев,
Сега те гледам да умираш пред мене.

Зборови безмилосно ги изговорив,
Што нема да можат да се избришат.
Во душата длабока ми остава рана,
Што никогаш нема да зарасне.

Корачам сам низ овој мрачен свет,
Без твоите очи што ме гледаа.
Само празнина ме исполнува,
Никаква надеж за подобро.

Те љубев, но те изгубив засекогаш,
Во моето минато те оставам.
Срцето ми во парчиња се кине,
Сфаќајќи дека ти веќе не си тука.",411,285,696,3415
Блаже Конески,СМРТНА ПЕСНА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Забранети Мелодии,"Забранети Мелодии

Оставен и скршен, под тежина на времето
Овошката се руши, одлив на животот
Ветровите што дуваат, шепотат забранети мелодии
Оставени на самување во куќата на тишината

Погледот заматен, слика што се губи
Допирот недостижен, топлината залутана
Немоќта да се слушне, зборовите што велат повеќе
Во овој лавиринт на изгубени чувства

Нема одговор на прашањето што лежи тука
Само празнина што го мами минатото
Немирен спомен што се крие во сенките
Подалеку од светот, зад затворените очи

Таму, во длабочината на душата, се крие грижа
Навраќање на чувства што никогаш не излегоа
Сама во молкот, тагата бара пробив
Во овој затворен простор, без врата кон слобода",394,319,713,3725
Блаже Конески,РИБАР,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Оковите на времето,"Оковите на времето

Во плимата на минлите денови,
загатки во очите на моминот,
трепкав одраз на светлината.
Повикот на миналото недокажан,
сенката на моментот ме гали.
Дали на денот ќе се осмелам да погледнам?
Тишината со zbor ме пречекува,
во празнината на бесконечноста.
Но, тој ужас на напуштеноста,
како ветер ме води низ сеќавањето.
Машките раце во чинот на сеќавање,
нудат спас од неизвесноста.
Љубезен збор тишината разбива,
истовремено и потишнува.
Сè е видно, а сепак магловито.
Остатоци од минатото, далечни, изгубени,
го обликуваат сегашниот миг.",360,290,650,3661
Блаже Конески,ЅВЕЗДИ,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Зборови за комуникација
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Мелодија на тага,"Мелодија на тага

Оглушувачки тишина, ехото на забот што не трае,
И сеќавањата што шепотат, меморија на сенки што се грее.
Во зениците што испиваат конечен здив,
Се крие болката, самотија што тежи.

Речи што не можат да се искажат,
Изгубени во ноќта, забораво седнати.
Сенките што играат на ѕидот, 
Се летото што заминува, тагата што останува.

Жалната мелодија се вткајува во секој миг,
Во подзаборавниот печал, во самотниот крик.
Времето што бега, а раните и понатаму болат,
Живот што се губи, збор што никогаш не се рекол.",358,265,623,3378
Блаже Конески,Превалец,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тишина на сенките,"Тишина на сенките

На сенките обвиткана,
во пустешот на времето
една сама душа лута,
закована во неизвесност.

Меланхолија копра низ прсти,
бројејќи денови долги, 
што замираат во сомот на ноќта,
гушејќи го животот во себе.

Минато и иднина се испреплетуваат,
во заматен ритам на оддалеченост,
оставајќи опустошени простори,
под тешкиот покров на привлечност.

Пустош во тишина се вкоренува,
мирисот на смрт се раширува,
а јас скитам низ празни предели,
обидувајќи се да најдам пат.",381,248,629,3085
Блаже Конески,Преживување,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Негативна емоција
Позитивен тон
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Допир на душата,"Допир на душата

Сребрена ноќ, змејови во летот,
Шепот на срцето одекнува во данокот.
Од воздухот се слеваат зборови,
Плашливи, исконски, со тежина на дом.

Душата трепери во далечината,
Длабоки чувства ја облаваат со топлина.
Минатото се лизга низ мислите,
Сегашноста шепоти за заборавот.

Допрени од искри на време,
Галеме се во ритам на вечност.
Љубезноста гради мостови со нежност,
Зборовите комуницираат со просоцијално дејство.

Желби вкоренети во срцата,
Преточени во животна песна.
Нема смрт, има само бидување,
Вечен допир на душата во сегашноста.",377,287,664,3196
Блаже Конески,ПЧЕНИЦА,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Просоцијално однесување
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со смрт
Сексуална содржина
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Сенки на вечност,"Сенки на вечност

Во мракот се раѓа таа,
Нежен цвет низ магла зора.
Летимичен поглед плаза,
Прелеани чувства в тага.

Минливи трагови на времето,
Што се крият и се губат.
Неповратни денови на радост,
Во сенки на вечност се топат.

Илјадници прашања,
Незна одговор да најдат. 
Тивки солзи низ лице лижат,
Среќата прегрнока да стават.

Во тага потона душата,
Скриена во пределите темни.
Зошто живеат овие страдања,
Што ја пресечуваат нашата премина?

А мракот моќно ја вивка,
Оставајќи сенка да влада.
Љубовта што таму страда,
Спокојот во вечноста да го пронајда.",401,303,704,3421
Блаже Конески,Пред годишнината на татковата смрт,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Зборови за комуникација
Увид
Зборови поврзани со меморија
Позитивна емоција
Негативна емоција
Тага
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со привлечност
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат семејство
Зборови кои означуваат жени
Интерпункциски симболи",Тивка Копнеж,"Тивка Копнеж

Во моите очи, скриена душа шепоти,
опитувајќи се да го пронајде патот назад.
Молците на минатото, нејасни сепак трепкаат,
будејќи сеќавања што зборуваат за дом.

Во тиха ноќ, слушам како споменот пее,
мрморејќи зборови што ми ја откриваат мојата вредност.
Олеснувањето што ја пронаоѓам во нејзиниот глас,
смирува чувство на губење и тага.

Зашто во неа, јас пронаоѓам сè што ми недостига -
топлина на семејство, бескрајна привлечност.
Сега кога ѕвездите се гаснат, а утрото доаѓа,
тоа копнење ме следи како верен пријател.",437,295,732,3415
Блаже Конески,Суша,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Осамена душа,"Осамена душа

Во сенки се губам, заборав ме зема,
минатото горко ми души ги клема.
Неизмерни празнини, копнежи што нема,
болката ме дави, животот не сака.

Солзи скриени, топат се во тага,
жед за милување што вечно ќе жали.
Времето застанало, секундите лага -
мрак ме обзема, како да не постои.

Одбегнувам погледи, не сакам да видам
животот на оние што им е дарено.
Желба за спокој, мир во себе да сидам,
да го вратам она што одамна е изгубено.

Чувствата тлеат, ден за ден се гасат,
надежта исчезнува, оставајќи осама.
Ти гледаш, но ме немаш, зборовите ми маат,
во тажна сегашност, мирувам во сама.",363,310,673,4139
Блаже Конески,ЕСЕНСКО УТРО,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Самота во реквием,"Самота во реквием

Во тишина ехото јека,
Отсјај од светлини што бледеа.
Скриената мака, во зборови века,
Души што сонуваат - отпуштени тлеа.

Дланките што копнеат, доловуваат сенки,
Во минатото се губи моментот сегашен.
Срцето закопано, меѓу леси и мрки,
Чека избавување, од страдања изгасен.

Изгубено време што нема да врати,
Оставен сам себе во моментен запис.
Жал што не можам да те пронајдам, да те прати,
Во овој мрак што го следи тивок заплис.",382,240,622,2883
Блаже Конески,ПРОШЕТКА,"Фигуративен јазик
Активен глас
Машки заменки
Зборови за комуникација
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Отсјајот на минатото,"Отсјајот на минатото

Во свеќите на спомените сјае,
Маж со зборови што жив ја држат времето.
Гледам, слушам, осетувам - сè мијано е,
Додека шепоти на минатото ми гoворат.

Летот на птиците ми врати стари денови,
Кога светот беше поблизок и весел.
Што изгубив, душата ми го препознава,
Во отсјајот на бескрајот на сегашноста.

Тиквештицата црна роди смртта,
Но ветерот на спомените ме врати во вечноста.
Во сегашноста скриен е мигот на вечноста,
Што ме водат низ лавиринтите на постоењето.",339,261,600,3284
Блаже Конески,Немир,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со ментално здравје
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Потполнета црнина,"Потполнета црнина

Растуреното семејство на минатото,
Болката што не ме напушта,
Сенката на смртта што ме следи.
Тагата ме гуши, душата ми крева.
Безнадежноста ме обвива,
Мракот на депресијата ме душка.
Времето што бескрајно бега,
Трагите на спомените што ме нагризуваат.
Точката што ја нема крајот.
Празнината што ме собира.",311,179,490,2461
Блаже Конески,ВЕЗИЛКА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Зборови за комуникација
Увид
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Јасна време,"Јасна време

Здраво, мое срце тажно,
Со шепот твој дефлекторен, ми зборуваш.
Очи в очи, во тишина.
Твојот глас ме води низ минатото,
Во светот каде никогаш нема да се вратам.

Сенки на тага се навиваат,
Погледот тажен, спроводник на душата.
Без шанса за лек, куќа во оган,
Во темнина и брзина на времето.

А во мракот блескаат зборови,
Сјај на минатото, одекот на спомените.
Од сите страни ме обгрнуваат,
Ме потопуваат во безмолвие на самотија.",338,248,586,2999
Блаже Конески,Копачење,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Морализирање
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Солзи на душата,"Солзи на душата

Во мрачните длабини на спомените,
вечно се лутат сенките на минувајќи мигови.
Задушуван, издишувам болка до последен воздух,
длабејќи траги од солзи што никој не ги гледа.

Животот како забрзан филм, 
брзо се одвива пред мене,
остава црни пукнатини на времето,
каде што се губи секој мој чекор.

Сликитe од она што е отишло,
ме обземаат како вечна магла,
обвиткувајќи ме во меланхолија
што ме лишува од секаков поглед.

Во тагата што ме душка,
не постои ниту зрачка на радост,
само болка што се крие зад темната завеса
на исчезнатите моменти.

Со секоја изгрејсонце што доаѓа,
сакам да пронајдам нов почеток,
но и понатаму се лутам од вечното враќање
на неумолното време што го губам.",338,347,685,4239
Блаже Конески,ШТИП,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Интерпункциски симболи",Сенки на дома,"Сенки на дома

Сокриени во тага,
обвиени во самота,
сенките на дома
молчат во ноќта.

Мигови што бледеат,
зборови што замираат,
очи што плачат тивко
кога срцата јаваат.

Во тишина се раѓа
вечна тага за животот,
водена кон пораката -
дома никогаш нема повеќе.

Тишината одекнува
низ собите познати,
носејќи се со спомени
за оние што заминаа.

Сенките дома
чекаат во самотија,
додека ѕидовите
се распаѓаат во тивнина.",346,232,578,2888
Блаже Конески,Разговор со детенце,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Зборови поврзани со меморија
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со внимание
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи
Броеви",Измамена меморија,"Измамена меморија

Давно минати денови, забравени зборови,
враќање во сеќавање – амнезија на срцето.
Шепоти од минатото, потиснати во тишина,
сливаат се во риторика на изгубена комуникација.

Трчање низ времето, негов краток фрагмент,
сеќавања што се измамуваат – заборавена песна.
Долги реченици, нотирани во меморија,
со акцент на просоцијално однесување, љубезен збор.

Фигуративна мелодија, тивок звук на внимание,
аудитивна перцепција на денови што отпловија.
Сега, во неутрален тон, растат бројки на време,
сведоштво за тишина – измамена меморија.",367,270,637,3254
Блаже Конески,ТЕШКОТО,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Морализирање
Бидување несигурен/колеблив
Увид
Сè или ништо размислување
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Заборавени одгласи,"Заборавени одгласи

Во тага облеани, одекот ветер носи -
сеќавања туѓи, сводови тмурни гради.
Повторен шепот рони, речиси тивок,
врз рани што не знаат врели солзи да го испијат.

Тој замира, ранет, во некоја темна комора -
далечен, заборавен, на забот воздух лега.
Но возгласот ехото, што одушка му дава,
жилав и постојан, вметрум под сводови тага врева.

Сè се губи, времето минлив печат остава -
речиси да поверуваш, се втулува во водата.
Што ќе остане? Само одгласи заборавени,
освен оној речиси безглас што мукне во непостоечкото?",506,274,780,3450
Блаже Конески,ЧЕКАЊЕ,"Анксиозност
Тага
Негативен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Заробена во времето,"Заробена во времето

Во сенка на минатото,
Тагата ме обвива.
Анксиознoста го задушува,
Животот што едно време гореше.

Жените плачат, помолчено,
Нивните солзи капат, како зборови
Во тишината што носи смрт.
Времето се забрзува, а јас заостанувам.

Црни мисли, кому се молам?
Никој не слуша, само ветрот пее
Песна на тага, во ова безлично небо.
Сама, заробена во времето што одминува.",277,203,480,2652
Блаже Конески,Кобење,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Морализирање
Зборови за комуникација
Индикатори за моќ
Бидување несигурен/колеблив
Негативна емоција
Анксиозност
Негативен тон
Зборови поврзани со ризик
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Објавени тајни,"Објавени тајни

Ронејќи зборови низ темнината,
фрагмент од мисла во неизвесност.
Упатувајќи ги охоро,
губејќи силен навод за моќ.

Бидувајќи несигурен, колеблив
одекнува со мрачна емоција.
Подлежејќи под бремето на ризик,
гушејќи го здивот на времето.

Тешко дише, задушен од анксиозност,
сцена замижана од негативен тон.
Раскинувајќи го зениците на враќање,
свој сопствен живот го распаѓа во смрт.

Зашто, овие објавени тајни,
не зборуваат за ништо друго,
освен за рамки на момент,
во кој ни живевме,
ни згаснавме.",389,285,674,3303
Блаже Конески,НЕЖНОСТ,"Фигуративен јазик
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Вечна светлина,"Вечна светлина

Преку времето, што нежно тече,
Твоите раце ме водат, ме објаснуваат.
Твоите речи, како слики, ме зафаќаат,
И во мојот ум, вечно се враќаат.

Твојот поглед, што ме гледа со љубов,
Ја осветлува мојата душа, што жедно плови.
Твоето срце, што ми открива длабочина,
Ми дава надеж, ме полни со топлина.

Твојата нежност, ко мирис на пролет,
Ме здружува со твоето битие, што е совршено.
Твојата благодат, што ме милува нежно,
Ме води кон рајот, каде сме вечно заедно.",345,265,610,3344
Блаже Конески,Планина,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Меланхолична утеха,"Меланхолична утеха

Во миг на самота, кога сјајот на светот избледнува,
Тага ме облева, немир ме обзема.
Потребата за уште еден удрен чекор, пак отсуствува,
Недостигот на цел, ми ја ограничува секоја моја дема.

Минатото ме гризе, како неизбежна сенка,
А сегашноста бледее во шумот на времето.
Црна колона, во душата ми се влечка,
Недостиг од живот, во сосема апсурдно време.

Леле мајко, животот распаѓа се сè до смртта,
Сепак, зрак на милост, срцето ми го грга.
Во сеќавањата, се стира и трга,
Можеби, токму тука ќе најдам мала утеха.",375,289,664,3600
Блаже Конески,Неизвесност,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Зборови за комуникација
Бидување несигурен/колеблив
Увид
Сè или ништо размислување
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со љубопитност
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Растргнат реквием,"Растргнат реквием

Во огледало што не го одразува,
сенка што во мрак се топи.
Тишината, што со збор се заплашува,
нема куде да се врати и да прости.

Во зениците што не гледаат,
спомен што се гаси и чезне.
Немоќ што со надеж не се бори,
но душата со јад не се пение.

Миг што со секунди се враќа,
да зачекори во вчера што не било.
Колебливост што се граби за спас,
а времето со секој чекор ја гази.

Во длабочината на скриената глетка,
тага што само небото ја знае.
Фрагмент од животот што испишува реквием,
и секогаш невраќање останува.",397,261,658,3262
