author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,,Полетот на дождовните капки,"Полетот на дождовните капки

Дождот паѓа, тивок и нежен,
во раните на земјата навлегува,
купола од капки во небото креши,
во мирот и тишината се разблегува.

Отворам ладни раце, ги собирам роските,
ги пустам низ прсти, во порите се вгнездуваат.
Порано ми беа 'рамка на детството,
а сега ми се песна што ме разлистува.

Во мирисот на тревата и влагата,
им се предавам и се губам во нивната милост.
Сепак во мене и понатаму звони
оној детски полет на дождовните капки.",330,236,566,3295
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,,Залезот на ноќта,"Залезот на ноќта

Како крвавиот залез на ноќта,
што се спушта врз бледите планини,
така и душата ми гаснеше тивко,
давејќи се во тревите и гори.

Помеѓу наредените редови стебла,
во тишината со зборови лулав,
што звучеја како снежни топки
што се распрснуваат во ветрот.

Зеницата на ноќта се отвори широко,
а звездите - сега се очи на небото,
што ме гледаат и ме запрашуваат:
Каде си бил, што донесуваш назад?

Но, одговорот е скриен во срцето,
во тоа темно море на меланхолија,
каде ниту една зрачка не може да се пробие,
освен едноставно да се угаси и да исчезне.",330,290,620,5228
Петре М. Андреевски,АКО НЕ СИ ТИ,,Ветерот во ополноќ,"Ветерот во ополноќ

Ветерот во ополноќ ме разбудува,
го слушам како шепоти таинствени зборови.
Ме влечи надвор, кон мрачните пространства,
кон темнината што со себе ја носи.

Одам по течението на ноќта,
под ѕвездено небо што далеку се протега.
Во тишината што владее околу мене,
ветерот ми шепоти песни што ме опиваат.

Чувствувам како ме приближува кон нешто,
кон некоја тајна што чека да биде откриена.
Ветерот ме води низ патеки скриени,
каде што се крие вистината што долго е неизјавена.

Допира ме со студени, нежни прсти,
ме повлекува во игра на тајни и сени.
Оставајќи ме во ополноќната самотија,
да го слушам како шепоти сокриени мелодии.",330,327,657,5375
Петре М. Андреевски,ВТОРА ИСПОВЕД,,Песна за плетеница,"Песна за плетеница

Плетеница од месечина,
Што се виткаш низ ноќта.
Танцуваш со сенки и лисја,
Во ветрот чуваш тајна.

Со раце шепотиш мелодии
Што синот ми ги пее.
Во твојата плетеница
Се крие далечно море.

Ја гледам како се движи
Како змија по ливади.
Чувствувам мирис на давнина,
На корен што зраци ги пие.

Плетениче, те плетат ноќта,
Земјата и предобро небо.
Твојата песна ме носи
Кон брегови што ги немам видено.",330,241,571,3587
Петре М. Андреевски,Песна за нејзината песна,,Магичен плен,"Магичен плен

Под крилјата на ноќта
се крие твојот лик,
во магичен плен заспан,
чекаш да те пробудам.

Раздвижени стебла шепотат
за твојата тајна,
осветлени од месечината,
што ја нурнува во твоите очи.

Јас чекам, немирен,
да ми падне во прегратка
твојот сон, што ме маѓепсува
во топлината на твојот дом.",330,208,538,2835
Петре М. Андреевски,ЛЕТУВАЊЕ,,Призорите на мојот јазик,"Призорите на мојот јазик

Во мојот јазик се слеваат
зборови на нежност и гнев,
поплаки и вопи што кажуваат
за болката и радоста што ја носам со себе.

Во мојот јазик се крстосуваат
шепоти на ветерот и брановите,
кикотот на децата и уздисаите на ридовите,
гласови што го испишуваат животот.

Во мојот јазик се искристализираат
сликите на детството и младоста,
сеќавањата и надежите,
снови што го градат моето постоење.

Во мојот јазик се собираат
тагите и весела, 
тишините и бурите,
сè што ме чини Македонец.

Тој е мојот дом, мојот свет,
мојата врска со минатото и иднината,
мојот глас што ги пее
напевите на мојата земја.",330,312,642,4964
Петре М. Андреевски,Летно пладне,,Песна на векови,"Песна на векови

Низ пустош и крв, низ солзи и рани,
Ги носам на плеќи вековите стари.
Крај чемерни брегови, што цела ми душа ја трујат,
Чекори ми тажни по патот што кон сон ме водат.

Од келии мрачни, каде што векови се родиле,
Ги влечам на свет, што никогаш не видле.
Со шепот на славей во долги ноќи летни,
Со плачот на ветрот, низ темни стољетија тетни.

Од бездни на времето, од грамајните гробишта,
Ги влечам, ги влечам, вековите ишчезнати.
Но, нема ме да прегрнат, ни да ме познаат,
Бидејќи и тие, како мене, во векови потонат.",330,340,670,4475
Петре М. Андреевски,ЧЕТВРТО ПИСМО,,Срцева мелодија,"Срцева мелодија

Оган во ноќта,
лисја во ритам што ја носи
срцева мелодија.
Одеднаш се раѓа
и разгорува, нежно гори,
животот што ме води
кон ветрот и водата.

Зора над реката,
тишината сега ги полни
празните простори.
Тишината што го шепоти
песниот збор, која ме води
низ магичната шума
кон изворот на животот.

Ветрот ме спушта
на брегот што го сакам,
ме носи кон тебе,
кон твоите раце што ме грват,
кон твојот глас што ме буди
во оваа срцева мелодија
што вечно ме води
кон тебе.",330,261,591,3930
Петре М. Андреевски,Таа,,Напоен од кладенецот,"Напоен од кладенецот

Пустиот ветар ме носи, 
низ сивите полиња неименувани,
спонтано, како ерген самотник,
нè погоди, нè голта тагата.

Исуканите стебла пружаат гранки,
тажни раце кон небото што молчи,
а ти со прегрш вода, ме питаш -
одакле доаѓам, и каде ме носи таа плима?

Над главата ми кружат галебите,
белосреброви знамиња на заборавот,
некогашните сонови се истопуваат,
а јас се пиам од твојот кладенец.",330,229,559,3474
Петре М. Андреевски,Тркалезни форми,,Проток на стихови,"Проток на стихови

Бистрите води од планината
Течат низ кањони и долини,
Носејќи шепот на шумите
И силуетите на тревите.

Во нивниот проток се слеваат
Тажни нијанси и сиви сенки,
Што ја облекуваат природата
Во клобук од неизвесност.

Сред овој тивок ритам на живот,
Ја барам твојата топла прегратка,
Да ме поведеш во земја на сонот,
Каде што немаме грижи ниту ранет.

Нека твојот глас ги буди моите стихови,
Да расцветаат во светли бои,
И да ја соблечат тагата од душата,
Да ја облечат во радост и спокој.",330,269,599,4555
