author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l,bertscore_f1
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,,Полетот на дождовните капки,"Полетот на дождовните капки

Дождот паѓа, тивок и нежен,
во раните на земјата навлегува,
купола од капки во небото креши,
во мирот и тишината се разблегува.

Отворам ладни раце, ги собирам роските,
ги пустам низ прсти, во порите се вгнездуваат.
Порано ми беа 'рамка на детството,
а сега ми се песна што ме разлистува.

Во мирисот на тревата и влагата,
им се предавам и се губам во нивната милост.
Сепак во мене и понатаму звони
оној детски полет на дождовните капки.",330,236,566,3295,75.7800521850586,0.0051804978639403,0.0,0.0,0.0,0.8372415900230408
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,,Залезот на ноќта,"Залезот на ноќта

Како крвавиот залез на ноќта,
што се спушта врз бледите планини,
така и душата ми гаснеше тивко,
давејќи се во тревите и гори.

Помеѓу наредените редови стебла,
во тишината со зборови лулав,
што звучеја како снежни топки
што се распрснуваат во ветрот.

Зеницата на ноќта се отвори широко,
а звездите - сега се очи на небото,
што ме гледаат и ме запрашуваат:
Каде си бил, што донесуваш назад?

Но, одговорот е скриен во срцето,
во тоа темно море на меланхолија,
каде ниту една зрачка не може да се пробие,
освен едноставно да се угаси и да исчезне.",330,290,620,5228,35.00513458251953,0.0026214212192669,0.0,0.0,0.0,0.8792167901992798
Петре М. Андреевски,АКО НЕ СИ ТИ,,Ветерот во ополноќ,"Ветерот во ополноќ

Ветерот во ополноќ ме разбудува,
го слушам како шепоти таинствени зборови.
Ме влечи надвор, кон мрачните пространства,
кон темнината што со себе ја носи.

Одам по течението на ноќта,
под ѕвездено небо што далеку се протега.
Во тишината што владее околу мене,
ветерот ми шепоти песни што ме опиваат.

Чувствувам како ме приближува кон нешто,
кон некоја тајна што чека да биде откриена.
Ветерот ме води низ патеки скриени,
каде што се крие вистината што долго е неизјавена.

Допира ме со студени, нежни прсти,
ме повлекува во игра на тајни и сени.
Оставајќи ме во ополноќната самотија,
да го слушам како шепоти сокриени мелодии.",330,327,657,5375,31.36980438232422,0.001349038220519,0.0,0.0,0.0,0.8645859360694885
Петре М. Андреевски,ВТОРА ИСПОВЕД,,Песна за плетеница,"Песна за плетеница

Плетеница од месечина,
Што се виткаш низ ноќта.
Танцуваш со сенки и лисја,
Во ветрот чуваш тајна.

Со раце шепотиш мелодии
Што синот ми ги пее.
Во твојата плетеница
Се крие далечно море.

Ја гледам како се движи
Како змија по ливади.
Чувствувам мирис на давнина,
На корен што зраци ги пие.

Плетениче, те плетат ноќта,
Земјата и предобро небо.
Твојата песна ме носи
Кон брегови што ги немам видено.",330,241,571,3587,30.418535232543945,0.0004117640904466,0.0,0.0,0.0,0.8542928695678711
Петре М. Андреевски,Песна за нејзината песна,,Магичен плен,"Магичен плен

Под крилјата на ноќта
се крие твојот лик,
во магичен плен заспан,
чекаш да те пробудам.

Раздвижени стебла шепотат
за твојата тајна,
осветлени од месечината,
што ја нурнува во твоите очи.

Јас чекам, немирен,
да ми падне во прегратка
твојот сон, што ме маѓепсува
во топлината на твојот дом.",330,208,538,2835,27.88112068176269,0.000475802699297,0.0,0.0,0.0,0.8582445383071899
Петре М. Андреевски,ЛЕТУВАЊЕ,,Призорите на мојот јазик,"Призорите на мојот јазик

Во мојот јазик се слеваат
зборови на нежност и гнев,
поплаки и вопи што кажуваат
за болката и радоста што ја носам со себе.

Во мојот јазик се крстосуваат
шепоти на ветерот и брановите,
кикотот на децата и уздисаите на ридовите,
гласови што го испишуваат животот.

Во мојот јазик се искристализираат
сликите на детството и младоста,
сеќавањата и надежите,
снови што го градат моето постоење.

Во мојот јазик се собираат
тагите и весела, 
тишините и бурите,
сè што ме чини Македонец.

Тој е мојот дом, мојот свет,
мојата врска со минатото и иднината,
мојот глас што ги пее
напевите на мојата земја.",330,312,642,4964,20.6037654876709,0.0020151097386019,0.0,0.0,0.0,0.8412622809410095
Петре М. Андреевски,Летно пладне,,Песна на векови,"Песна на векови

Низ пустош и крв, низ солзи и рани,
Ги носам на плеќи вековите стари.
Крај чемерни брегови, што цела ми душа ја трујат,
Чекори ми тажни по патот што кон сон ме водат.

Од келии мрачни, каде што векови се родиле,
Ги влечам на свет, што никогаш не видле.
Со шепот на славей во долги ноќи летни,
Со плачот на ветрот, низ темни стољетија тетни.

Од бездни на времето, од грамајните гробишта,
Ги влечам, ги влечам, вековите ишчезнати.
Но, нема ме да прегрнат, ни да ме познаат,
Бидејќи и тие, како мене, во векови потонат.",330,340,670,4475,44.47270202636719,0.002899510325252,0.0,0.0,0.0,0.7986941337585449
Петре М. Андреевски,ЧЕТВРТО ПИСМО,,Срцева мелодија,"Срцева мелодија

Оган во ноќта,
лисја во ритам што ја носи
срцева мелодија.
Одеднаш се раѓа
и разгорува, нежно гори,
животот што ме води
кон ветрот и водата.

Зора над реката,
тишината сега ги полни
празните простори.
Тишината што го шепоти
песниот збор, која ме води
низ магичната шума
кон изворот на животот.

Ветрот ме спушта
на брегот што го сакам,
ме носи кон тебе,
кон твоите раце што ме грват,
кон твојот глас што ме буди
во оваа срцева мелодија
што вечно ме води
кон тебе.",330,261,591,3930,28.80395698547364,0.0009758674937638,0.0,0.0,0.0,0.7543489933013916
Петре М. Андреевски,Таа,,Напоен од кладенецот,"Напоен од кладенецот

Пустиот ветар ме носи, 
низ сивите полиња неименувани,
спонтано, како ерген самотник,
нè погоди, нè голта тагата.

Исуканите стебла пружаат гранки,
тажни раце кон небото што молчи,
а ти со прегрш вода, ме питаш -
одакле доаѓам, и каде ме носи таа плима?

Над главата ми кружат галебите,
белосреброви знамиња на заборавот,
некогашните сонови се истопуваат,
а јас се пиам од твојот кладенец.",330,229,559,3474,89.52997589111328,0.0044177367875216,0.0,0.0,0.0,0.8168430328369141
Петре М. Андреевски,Тркалезни форми,,Проток на стихови,"Проток на стихови

Бистрите води од планината
Течат низ кањони и долини,
Носејќи шепот на шумите
И силуетите на тревите.

Во нивниот проток се слеваат
Тажни нијанси и сиви сенки,
Што ја облекуваат природата
Во клобук од неизвесност.

Сред овој тивок ритам на живот,
Ја барам твојата топла прегратка,
Да ме поведеш во земја на сонот,
Каде што немаме грижи ниту ранет.

Нека твојот глас ги буди моите стихови,
Да расцветаат во светли бои,
И да ја соблечат тагата од душата,
Да ја облечат во радост и спокој.",330,269,599,4555,36.50530624389648,0.0004382716686609,0.0,0.0,0.0,0.7601430416107178
Петре М. Андреевски,ТРЕТО ПИСМО,,Шепот на маковите,"Шепот на маковите

Со шепот на маковите, што вениат во поле,
ја слушам тишината, што ја скрива душата.
Во нејзиниот зов, што ме вика да дојдам,
да станам сенка, што се губи во даљината.

Ги плетам зборовите, како венец од цвеќиња,
да ја облечам болката, што тишината ја крие.
Ја допирам тишината, што ме бака со студ,
да ја разбудам надежта, што заспала оттаму.

Во шепотот на маковите, што вениат во поле,
ја наоѓам својата душа, што ја барам одамна.
Во нејзините уши, што ме слушаат тивко,
ја пронаоѓам мојата песна, што во мене одзвонува.",330,285,615,3726,16.970380783081055,0.0020245593207306,0.0,0.0,0.0,0.8167164325714111
Петре М. Андреевски,Лицето на зборовите,,Видение на селската вечер,"Видение на селската вечер

Во селската вечер, кога месечината се крие,
небото ѕвезди раситнети ни подарува,
светлоста на огништата кро селските куќи сие,
а тишината со звуци од тропки на врата се брани.

Во јавето на деновите полната месечина плови,
во сенките сè поблиску до нас се слегуваат,
а некаде длабоко во полските ниви одвиваат
ритмите на вечната игра на бог и човекот.

Во таа вечерна тишина душите се разголуваат,
нив сè поблиску ни се допираат и ни шепотат,
тие како искри од огништата разгореани
ни пеат песни од колепката до отаџбината.

Во оваа селска вечер, кога небото ни ги подарува
ѕвездите како да си играат на небесната ливада,
тогаш време е да им се вратиме на оние почетоци,
на спокојот што ни го даруваат полските ливади.",330,352,682,5103,48.287899017333984,0.0051166503396893,0.0,0.0,0.0,0.8409882187843323
Петре М. Андреевски,ПРВИТЕ ПОДАТОЦИ ЗА ДЕНИЦИЈА,,Песна за ридовите,"Песна за ридовите

Ридови што дишат во молк,
Шумат листови тишина дебела.
Ветерот блее, врнежите плачат,
а ридовите стојат, немо слушаат.

Стари гори што шемотат со тајни,
Дрвја што носат вечни чувства.
Ридови што гледаат низ вековите,
Молчат и ме пријатно гледаат.

Пусти места, место за очи што сонуваат,
за срца што копнеат по неизвесност.
Ридови сведоци на секое човечко чувство,
во тишината ме објаснуваат таинства.",330,231,561,3387,39.5223388671875,0.0002663751286434,0.0,0.0,0.0,0.8220269680023193
Петре М. Андреевски,Тешко мене,,Септемвриски ноктурно,"Септемвриски ноктурно

Ноќта навира низ отворените прозорци,
расплетена на молкот и далечни звезди.
Влажната земја шепоти во самотија,
дишејќи го чедниот здив на дождовите.

Таму, во аголот на градинката,
покрај стариот евлимек што мирува,
се крие некаква тажна приказна,
што дишејќи со мене ја доживува.

Овде, на ова скржаво ложе,
во ситниот чад на лулката,
тагата бавно ме втурнува
во нејзините наметки на бескрај.

Оваму, кон ладната ноќ,
пристигаат мирисите на есен,
што нежно ја фрлаат својата превлака
врз моето измачено срце.",330,283,613,4054,45.67707824707031,0.0004314928487259,0.0,0.0,0.0,0.7133134603500366
Петре М. Андреевски,ПЕСНА ЗА МОЈАТА ПЕСНА,,Пејсажи од Долината,"Пејсажи од Долината

Во срцето на Долината,
каде што полињата шепотат,
низ полите тихо тече Рекалка,
кривеј себе по ситни камења.

Овде врвјат селските плетеници,
одбрани од ветерот и сонцето,
пејат мајки над бучни беблиња,
сe што живее во неа, во неа дише.

Старите кукји ја набљудуваат,
помниме ли времињата кога 
беја исполнети со смеа и песни,
пред да ни ги земат незнајно.

Овде, во полите на Долината,
вечно поминува времето меко,
замрзнато во детски спомени,
во сладост што никогаш не мине.",330,263,593,4776,43.53841781616211,0.0004810355739876,0.0,0.0,0.0,0.7783361077308655
Петре М. Андреевски,ПРВА ИСПОВЕД,,Роса на зората,"Роса на зората

Нежно росната зора се будам
Во недра пролетта да се вгнезди.
Свежи трепки на цвеќето се разменуваат
Со милоснa песна на птичка што блесна.

Небото се облекува в сребро и злато,
Зраците ја допираат земјата нежно.
Ветрецот леснo ги милува гранките
И им шепоти тајни на собудените души.

Пијам ја росата од чашка на цвет,
Што ми донесува мирис на утро.
Ете, таа врска помеѓу небо и земја,
Во себе ја носам со чувство благородно.",330,236,566,3430,51.08180236816406,0.0010157626547478,0.0,0.0,0.0,0.8784502148628235
Петре М. Андреевски,ВТОРО ПИСМО,,Дланка во дланка,"Дланка во дланка

Во ова поле сините цветови цветаат,
Во овој ветар гранките нежно се љуљаат.
Тука, дланка во дланка, срцата наши чукаат,
Во ова поле, каде што душите наши се сретнуваат.

Мирисот на маките и на радоста се меша,
Небото ни покрив, а земјата ни е постела.
Овде, дланка во дланка, животот наш се ткае,
Во ова поле, каде што љубовта вечно трае.

Надежта нека пламти во очите ни живи,
Верата нека силно во душите ни тлее.
Дланка во дланка, заедно ќе храбро чекаме,
Во ова поле, каде што среќата вечно цвета.",330,280,610,4131,21.58597183227539,0.0020289920642437,0.0,0.0,0.0,0.8074346780776978
Петре М. Андреевски,Има денови,,Немир на душата,"Немир на душата

Во мракот на ноќта, кога тишината извира,
Се раѓа немирот во душата што брие.
Гласот на ветрот, што шепоти тивко, ја будни,
Остроги болки во срцето што секогаш клие.

Отаде некаде, зад завесите на сонот,
Што натежнале од тагата на изминатите дни,
Се раѓа жедта за светлина, за мирен одмор,
Што пребира во дланките на надежта да згасни.

Но, сè додека во мракот свети искрата на животот,
Се крие спасот за душата што вечно страда.
Уште малку, уште чекор, кон таа далечна врата,
Каде што мирот и спокојот вечно владеат.",330,276,606,4200,46.619266510009766,0.0021010296502304,0.0,0.0,0.0,0.8402674198150635
Петре М. Андреевски,Ко да беше лани,,Јазол на времето,"Јазол на времето

Плетам јазол од денови
Што се редат во години,
Прошлост, сегашност, иднина -
Се вплетуваат во една нишка.

Во калеидоскопот на животот
Трепкаат сенки на спомени,
Радост, тага, болка, среќа -
Преплетени во еден глас.

Јазолот на времето ме врзува,
Но и ме ослободува,
Отварајќи порти кон светови
Што постојат во мене.

Плетам јазол од мигови,
Врзувајќи ги во ткаенина
На животот што е мој,
Што ме води и ме обликува.",330,240,570,3515,27.026342391967773,0.0011840680050431,0.0,0.0,0.0,0.8182157278060913
Петре М. Андреевски,ВО СОБАТА НА ДЕНИЦИЈА,,Земен сон,"Земен сон

Крај тивок поток, под студен камен,
легнав во сенка, во земен сон.
Шушкот на листи, птичји поздрав,
под темна грдина, во земен сон.

Зажален коњ во далечни пасишта,
вечерна песна одламени звона,
во тивка ноќ, во земен сон,
се слеваат во збор што не звучи.

Над мене, небото, вечен ѕвезден дом,
под мене, земја, мајко што чека.
Во тој земен сон, без почеток и крај,
сум само јас, самотен патник.",330,223,553,3128,43.07840347290039,0.0003375976281847,0.0,0.0,0.0,0.8173823356628418
Петре М. Андреевски,Тоа таму,,Месечина во виорот,"Месечина во виорот

Тивко шепоти ветрот 
нежно ласка ливчињата,
што нежно го стресаат
мракот на пролетната ноќ.

Крај потенкиот поток,
кал станува бисерни гранки,
а месечината во виорот,
сребрена приказна плете.

Краток е овој миг,
како трепетлив дамар,
но во него се лула
животот - семето што ниже.

Тивко шепоти ветрот
нежно ласка ливчињата,
што блескаат како звезди
на пролетната ноќ.",330,248,578,4232,35.37550354003906,0.0006145747845,0.0,0.0,0.0,0.8446266055107117
Петре М. Андреевски,ОТКАКО ТЕ НЕМА,,Зорно време,"Зорно време

Над розјалиот видик
Сончев зрак се крие,
Ситен дожд во тишина
Земјата дома пие.

Гранки се повиткуваат
Во нежен танец,
Птици крилја шират
Во вечниот рај.

Лисја треперат и шумот
На ветрот го слушам,
Додека чекам, во тага
Ората да почнам.

Сè живо се буди
Во зорното време,
Моето срце од радост
Засекогаш ќе шлеме.",330,200,530,3305,58.70553588867188,0.0003497137077591,0.0,0.0,0.0,0.8311645984649658
Петре М. Андреевски,Првата разделба,,Маковото цвеќе,"Маковото цвеќе

Во полињата пред зора,
цутка маков цвет,
нежен и зажален,
исткаен од ветар и сон.

Го милува земјата со грижа,
омаена од негов мирис,
што витка ги стеблата
во знак на вечен помен.

Тага и спокој,
радост и тага,
во цветот почиваат,
во тивкиот ветар шепнат.

Како беа ли денови,
во чиј подем расте,
маковото цвеќе,
полно со тајна.",330,203,533,5693,57.90438079833984,0.002020746895145,0.0,0.0,0.0,0.8123692274093628
Петре М. Андреевски,Проштенски поклади,,Изгубен во бескрајната есен,"Изгубен во бескрајната есен

Во мракот на есента што се губи,
чекорам плав, погубен,
трагам по следи од твоите стапки,
загубен во тишината.

Ги гледам листовите да паѓаат,
како твоите зборови изречени некогаш.
Ветрот ме милува студено,
како твојот допир што ме грееше.

Залудно ги барам твоите очи
во небото што се затемнува,
само ноќта ми шепоти тајни,
за нашата изгубена љубов.

Во овој мрак, сам се борам,
да ја пронајдам патеката до тебе.
Но, уморот ме совладува,
и ја губам надежта во белината.",330,262,592,4465,36.68576049804688,0.0057748981087445,0.0,0.0,0.0,0.7994868755340576
Петре М. Андреевски,До кога,,Ветрови од Родопите,"Ветрови од Родопите

Распеани ветрови над Родопите,
полетуваат низ сините планини.
На нивните крилја носат мирис на зора,
опоен и свеж како земјата мила.

Шепотат приказни од минати времиња,
за коњи што летаат како ветрот сам,
за витезови храбри што ја бранат татковината,
и за душите кои сè уште копнеат за неа.

Ветрови што пулсираат со ритамот на жилите,
што се вткаваат во секое срце и ум,
Ветрови што ја носат песната на предците,
извираат од длабините на родната земја.

Распеани ветрови над Родопите,
на тие планини што ги бакнува сонцето,
што ги милуваат тајните шуми, 
што ги носат споменот за вечна слобода.",330,303,633,4745,32.34869766235352,0.0020836165884429,0.0,0.0,0.0,0.6958534717559814
Петре М. Андреевски,Сеќавање,,Пред зората,"Пред зората

Во ноќта кога сенките ме гушат,
Ја чекам светлината да не сруши.
Немирот и стравот ме измачуваат,
Но знам дека зората ќе ме пробуди.

Низ магла се провлекува надежта,
Што ме води кон нови почетоци.
Во тишината шепочат молитви,
Во срцето живеат животоци.

Ја чекам зората со душа изморена,
Со погледи што тагата ја бројат.
Но знам дека ѝ доаѓа крај на ноќта,
И дека новиот ден ќе ме возвојат.",330,231,561,3818,35.14320755004883,1.4971992237776888e-05,0.0,0.0,0.0,0.7834776639938354
Петре М. Андреевски,ТИ И ЈАС,,Тивките Стгари,"Тивките Стгари

Во сенката на спокојните ноќи,
кадешто време стивнува и спие,
тивко шепотат стварите заборавени,
изгубени во својата тишина.

Во мракот се кријат слики изветвени,
трепери сеќавање затскриено,
а низ собата лебди мирисот заборавен
на минати денови што се стопија.

Ни збор не се слуша, ни звук не го нарушува
молчењето што ја полни просторијата,
само од време на време во тивката ноќ
некој предмет вздивнува пригушено.

Таму, во темнината, седат тивките работи,
чекајќи да бидат повторно откриени,
да им се врати вредноста изгубена,
да им се вдахне душа и живот.",330,283,613,4910,50.69701766967773,0.0020996733868012,0.0,0.0,0.0,0.8926008343696594
Петре М. Андреевски,ИЗЛЕТ,,Корени на душата,"Корени на душата

Нишки од ткаенина древна,
Што во ткајти се влеваат,
Прегртки мудри, што пеат
За корените на душата.

Во ткаењето на живот,
Слушаш зборови што збореле
Предци твои, што пред векови
Во овие земји поживеле.

Нишки што плетат судбини,
Што ги водат нозете твои,
Што те водат низ времиња
Во крајбрежјата на бои.

Во сите тие нишки, душа,
Твојот одек ти препознаваш,
Кажувајќи ти за корените
Од каде што ти произлегуваш.",330,240,570,3710,33.977935791015625,6.294622152554708e-05,0.0,0.0,0.0,0.8310399055480957
Петре М. Андреевски,Летување,,Песна за вечното,"Песна за вечното

Камењето гори под жешките зраци,
Цвеќињата плачат тивко во дворот.
Тишината ми го носи гласот твој,
Што како кроток ветер ме милува.

Душата ми трепери од твојата нежност,
Срцето ми пее песна за вечното.
Вечното што ни ја пишува судбината,
Што ни ја крои песната на животот.

Крај плочките во дворот стоам сама,
Гледам во небото, во твоите очи.
Обвиткана со твојата топла прегратка,
Чекам да му кажам на светот колку те сакам.",330,261,591,3779,31.91495513916016,0.0013242288749483,0.0,0.0,0.0,0.8199998140335083
Петре М. Андреевски,Како ќе го најдеш Ристо Шишков,,Срцето на ноќта,"Срцето на ноќта

Во длабоката тишина на ноќта,
кога сенките ги прекриваат зрачните дамки,
јас седам сам и слушам го ритамот
на моето срце, што како рипнато пиле
чука, чука, чука, незаситно.

Сонот ми побегнал, а во душата
се разлева тага што не може да се опише,
само срцето чука, чука, чука,
немирно, нестрпливо, како да бара
излез од заробеното тело.

Ноќта ме прегрнува со своите
темни, тајноверни раце
и ме потопува во бездна на самотија,
а во мене живее гладот за светлина,
за твоите очи, твојот израз, твојот допир.

Чукај, чукај, срце, не запирај,
можеби така ќе ја пронајдам патеката
што ме води кон твојата топлина,
кон твојата нежност, твојата утеха,
кон твојата душа, што ми е единствен дом.",330,356,686,5094,24.62688064575196,0.0024859800463897,0.0,0.0,0.0,0.8302223682403564
Петре М. Андреевски,Кукавица,,Одломка од вечноста,"Одломка од вечноста

Во дланките на ден животни,
Во очите на ноќ небесни.
Меѓу сонот на пролетта,
И пепелот на есента.

Во подемот на плима,
И во осек на самота.
Во шепотот на водата,
И во резот на тишината.

Во пораката на небото,
И во одјекот на земјата.
Во мигот на заборав,
И во трагите на вечност.

Во завојот на патот,
И во бесот на ветрот.
Во грижата на душата,
И во подемот на надежта.

Во сенката на сеќавањата,
И во зарјавот на спомените.
Во ридовите на болката,
И во пределите на смирајот.",330,264,594,3434,21.061033248901367,0.0014576654314234,0.0,0.0,0.0,0.7864804267883301
Кочо Рацин,Проштавање,,Тага на душата,"Тага на душата

Во тишина стојам, немирен и тажен,
Душата ми тагува, срцето ми жално.
Низ магла забулен, светот ми се чини,
Во облаци дими, надежите мои.

Ноќта ме опкружува, тагата ме гуши,
Единствено месечината ми зборува тивко.
Ја молам да ги прими моите тешки воздиси,
Можеби среде небото ќе најдам утеха и мир.

Талкам низ градот, грбав и скршен,
Барајќи само тоа што ми душата ја радува.
Дали ќе ја најдам таа мала искрица,
Што во мрак ќе ми свети и ќе ме доближи.

Ден за ден, час за час, тагата се множи,
Оставајќи ја душата моја во пламен на болка.
Кога ли ќе дојдат радоста и смирот повторно,
Да изгорат сите овие страдања во мене?",328,349,677,4651,28.774599075317383,0.0027028061253394,0.0,0.0,0.0,0.8728703260421753
