author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score
Блаже Конески,МОЛИТВА,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Морализирање
Зборови за комуникација
Увид
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со религија
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на празниот дом,"Тага на празниот дом

О, ти празниот дом, колку си ми јасна во спомените,
Твоите ѕидови, колку ми ги знаеш блиски,
Ти, ми ги носиш душевните траги,
Каде што срцето ми се губи во тишината.

Сега ти си тивок, но сеќавањата ми ги пуштаат светлини,
Ти, ми ги враќаш драги моменти,
Кога смевме да разговараме и да се смееме,
Кога ти беше полно со животи и љубов.

Ти, ми ги носиш моралните исправки,
Кога ми ги пушташ да се споменуваме,
Да се споменеме на она што беше,
Да се споменеме на она што ми беше скапо.

Ти, ми ги пушташ да се гледаме во минатото,
Кога ти беше полно со светлина,
Тага ми ја пушташ да се гледа во темнината,
Кога ти си празна и ми лишуваш светлина.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со љубов,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш љубов.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со надеж,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш надеж.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со светлина,
Тага ми ја пушташ да се гледа во темнината,
Кога ти си празна и ми лишуваш светлина.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со смрт,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш смрт.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со дом,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш дом.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со религија,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш религија.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со време,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш време.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со сè,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш сè.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со животи,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш животи.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со љубов,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш љубов.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со светлина,
Тага ми ја пушташ да се гледа во темнината,
Кога ти си празна и ми лишуваш светлина.

Ти, ми ги пушташ да се гледаме во спомените,
Кога ти беше полно со сè,
Тага ми ја пушташ да се гледа во празнината,
Кога ти си празна и ми лишуваш сè.",427,1347,1774,6180,2.0771288871765137,0.0015578308246989778
Блаже Конески,Порака,"Фигуративен јазик
Активен глас
Просоцијално однесување
Увид
Неутрален тон
Зборови поврзани со смрт
Зборови фокусирани на сегашноста
Интерпункциски симболи",Смртта во Моментот,"Смртта во Моментот

Во овој трепнувак, смртта тихо стои,
како сенка на сончевиот ден.
Животот брзо тече, но никој не го забележува,
како што тихо умива водата во реката.

Сегашноста е наша единствена станица,
а смртта, невидлива, но секогаш близу.
Таа ни шепне во ушите, тихо и искрено,
дека секој трепнувак е благослов.

Ние го гледаме светот со големи очи,
но смртта чека, неутрална и мирна.
Секој чекор е благодарен,
и секој трепнувак е спомен.

Во секој здив, смртта е присутна,
и ние, со љубов, го славиме сегашното.
Тука, во овој трепнувак,
смртта е наш пријател, невидлива но искрена.",278,332,610,2421,21.95394897460937,0.0028547084015994864
Блаже Конески,Себесоздавање,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Увид
Негативна емоција
Тага
Негативен тон
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Тага на минатото,"Тага на минатото

В тишината на ноќта, ветрот шепоти,
Споменици на култура, тихо ги чествува,
Долга реченица, непрекината, нескончана,
Се шепа низ улици, исполнети со спомени.

Ти, мината гласа, јас слушам со тага,
Временските стрели, ни ги несат во далечина,
Смртта, тихо ги собира, ни ги зема,
Нашите културни траги, ни ги остава.

Активни се духовите на оние што минале,
Тие ни ги раскажуваат легендите, ни ги шепат спомените,
Негативниот тон, ги исполнува срцата со тага,
Време е да се почитуваат, да се споменат.

В минатото, животот беше полн со радост,
Но сега, само празнини, празнини,
Тага, ја исполнува душата,
Нека овие зборови, ни ги вратаат спомените.

Вели, вели ми, каде се оние што минале,
Тие ли се вратиле, со нови приказни,
Негативната емоција, ни ги врзува,
Ние сè уште ги чествуваме, ни ги почитуваме.

В тишината на ноќта, ветрот шепоти,
Споменици на култура, тихо ги чествува,
Долга реченица, непрекината, нескончана,
Се шепа низ улици, исполнети со спомени.",325,519,844,3612,20.8458309173584,0.0041621225866550525
Блаже Конески,ВЉУБЕНИ ДЕВОЈКИ,"Фигуративен јазик
Активен глас
Женски заменки
Просоцијално однесување
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Сексуална содржина
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат жени
Интерпункциски симболи",Сончевиот Поглед на Ева,"Сончевиот Поглед на Ева

Ева го гледа сончевиот сјај,
Срцето ѝ пука од радост и верување.
Ти, сонце, си ми светлина во сенките,
Твојата блискувам со светлина и топлина.

Живописни бои на полето,
Ти, Ева, ги перчеш со својата енергија.
Комуникацијата нас поврзува,
Твојата лепота ми дава силна верба.

Временските стрели летаат брзо,
Ти, Ева, си ми спомен за среќа.
Жената што го осветлува секој ден,
Твојата привлечност е неизмерлива.

Сеќавањата ни се блиску,
Твојата лепота ми е сончева слава.
Сончевиот поглед на Ева,
Мојот сон, мојата светлина и љубов.",357,311,668,2288,19.12140274047852,0.0034398773824706485
Блаже Конески,Пеперуга,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Зборови за комуникација
Бидување несигурен/колеблив
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Темнината на спомените,"Темнината на спомените

Ти си сенка што ми лебди во очите, 
од она што некогаш беше, 
но сега е само прашање на времето.

Ти си звук кој се раздава во тишината, 
фрагмент од реченица, 
несекојдневна носталгија.

Долгата тиха ноќ ми ги враќа спомените, 
а ти си активна сенка во мојот ум, 
женски забор кој се шепа по срцето.

Антисоцијално се оддалечуваме, 
и јас сум единствена во мојата тага, 
која се шири како морето.

Комуникацијата е празна, 
и јас бидувам несигурен, 
колеблив како ветер.

Ти си негативна емоција, 
која се стегнува околу мене, 
и менува во тага.

Видам ги ѕидините на минатото, 
но ти си смртта што се приближува, 
сегашноста е празна.

Време е да се ослободим, 
но ти си окупираш секое празнино, 
и мен го држиш во овој сон.

Сега, ти си прашање без одговор, 
и јас сум заробен во темнината на спомените.",413,425,838,3080,18.61585807800293,0.006486276717003834
Блаже Конески,СКОПЈЕ,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Зборови за комуникација
Увид
Неутрален тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи
Оксфордска запирка",Ветер на спомени,"Ветер на спомени

no_song_found",375,504,879,3526,333.0175170898437,2.877678076685695e-11
Блаже Конески,ПОЧИНКА,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат замор
Зборови поврзани со слободно време
Зборови фокусирани на сегашноста
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Тага на вечерниот ветар,"Тага на вечерниот ветар

О, вечерни ветар, ти ми го шепнеш тагата,
Твојата лажна тишина, ми ја исполнува душата.
Сегашноста се губи во твоите лаги,
Ти, мислите ми ги носиш далеку, дадеј ми тишина.

Женскиот свет на овие улици,
Се губи во сенките, ти ми ги зема очите.
Моралитетот ми го губи значењето,
Ти, ми го зема срцето, ми го остава само празнината.

О, вечерни ветар, ти ми ги зема очите,
Ти ми ги зема очите, ми ги зема очите.
Ти ми ги зема очите, ми ги зема очите,
Ти ми ги зема очите, ми ги зема очите.

Сегашноста се губи во твоите лаги,
Ти, мислите ми ги носиш далеку, дадеј ми тишина.
Ти ми ги зема очите, ми ги зема очите,
Ти ми ги зема очите, ми ги зема очите.

Ти ми ги зема очите, ми ги зема очите,
Ти ми ги зема очите, ми ги зема очите.
Ти ми ги зема очите, ми ги зема очите,
Ти ми ги зема очите, ми ги зема очите.

О, вечерни ветар, ти ми го шепнеш тагата,
Твојата лажна тишина, ми ја исполнува душата.
Сегашноста се губи во твоите лаги,
Ти, мислите ми ги носиш далеку, дадеј ми тишина.",402,603,1005,3175,3.769988775253296,0.0014795677289818345
Блаже Конески,Лажни пророци,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Антисоцијално однесување
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Индикатори за моќ
Негативна емоција
Лутинa
Негативен тон
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Во сенките на минатото, ти си ми сенка,
Ти го исполнуваш денот со твојата лутина,
Каде што зборовите се лакомани,
И срцето ми се труе со твојот антисоцијален тон.

Ти си ми гласа во тишината,
Кој го морализира моето битие,
Ти ме дриш со раце наполнети со омраза,
И ми ги пукнуваш ѕидините на срцето.

Сегашноста е полна со твоите зборови,
Кој ги исфрлаш како отпад,
Ти си моќен, но ја губиш смислата,
Твојата лутина е единствената ствар што останува.

Смртта е близу, сенките на минатото,
Ти си ми дел од она што нема враќање,
Време е да се ослободим од твојата омраза,
Да се најдеме во светлината на денот.

Ти си ми дел од минатото,
Но сега јас сум подготвен да се одречем од ти,
Да се ослободим од сенките на лутината,
Да живеам во денешноста, полна со светлина.",369,424,793,3154,22.094276428222656,0.002234894966871664
Блаже Конески,ЛИК,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Бидување несигурен/колеблив
Негативна емоција
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Смртта на светлината,"Смртта на светлината

Ти, мој брат, ми го зеде светлината,
со гласа што ми го укине сонот.
Ти, брат, ми ги зеде очите,
но остави празнина во срцето.

Ти ми ги укина очигледите,
но ти си тука, ти си тука,
со гласа полн со омраза,
кој ми ги киднапираше спомените.

Ти, брат, ми ги зеде денот и ноќта,
но ти си тука, ти си тука,
со гласа што ми ги киднапираше сонот,
и ми ги зеде очигледите.

Ти, брат, ми ги зеде светлината,
но ти си тука, ти си тука,
со гласа полн со омраза,
кој ми ги киднапираше спомените.

Ти, брат, ми ги зеде светлината,
но ти си тука, ти си тука,
со гласа што ми ги киднапираше сонот,
и ми ги зеде очигледите.

Ти, брат, ми ги зеде светлината,
но ти си тука, ти си тука,
со гласа полн со омраза,
кој ми ги киднапираше спомените.",398,433,831,2605,4.186948299407959,0.0021586141667398356
Славко Јаневски,Бело  Јaто,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Просоцијално однесување
Бидување љубезен
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови фокусирани на сегашноста
Зборови фокусирани на иднината
Зборови поврзани со време
Интерпункциски симболи",Сончеви Разговори,"Сончеви Разговори

Во денот на сончеви зраци, ти си блиску,
Твоето светло е мојот ден, мирен и весел.
Сегашниот трепет на лисјата, ти си го исполнил со живот,
И во секој здив, ти си ми го донел иднината.

Сончеви зборови, ти си ми ги испреплетал со сонце,
Твојот јас ми го осветлува срцето,
Без тебе, времето би се замрзнало во минатото,
Ти си ми го донел новото, со сончеви ветрови.

Очите ми се огледуваат во твоите, сончеви очигледи,
Ти си ми го дал сончевиот полем, полни со надежи.
Сега, со сончевиот ветер, ти си ми го осигурал иднатата светлина,
И во секој ден, ти си ми го осветлуваш патот.

Сончеви разговори, ти си ми го исполнил денот со светлина,
Твојата љубезност е мојот најголем сончев дар.
Сончеви зборови, ти си ми го испреплетал животот со светлина,
И во секој ден, ти си ми го осигурал сјајно иднина.",335,449,784,3136,15.948984146118164,0.0017284818621082806
Славко Јаневски,Еrејска  песна - 5,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Прикажување меѓучовечки конфликт
Морализирање
Зборови за комуникација
Бидување несигурен/колеблив
Зборови поврзани со меморија
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови кои изразуваат потреби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Зборови кои означуваат семејство
Зборови кои означуваат мажи
Интерпункциски симболи
Оксфордска запирка
Броеви",Темнината на спомените,"Темнината на спомените

О, тој ден кога ветрот тихо шепотеше,
Мојот срце го слушаше, но не разбра.
Ти, мој пријател, со очите полн со омраза,
Ме гледаш како враг, но ми беше само љубов.

„Зошто го напуштив?“, се прашуваше тој,
Секој ден прашањето се повикуваше.
„Зошто ти ме оставив?“, звучел неговото прашање,
Моето срце се држеше, колку што можеше.

„Ти беше мој брат, но сега ти си туѓинец,”
Мислата ми го пушташе во сенки.
„Зошто ти ме мораш да заборавам?“, се прашаше,
Мојот дух се губеше во спомените.

„Ти беше гласа во мојата тишина,”
Сега ти си само сенка во далечина.
„Ти беше домот, но сега ти си празна куќа,”
Моето срце се луташе, полн со тага.

„Време ми беше потребно, ти беше потребен,
Но ние се разделивме, ние се разделен.”
„Сега ми остава само празнина,”
„Ти беше моето семејство, ти беше мојот брат.”

„Сега јас сум самиот, прашањата ги носам,”
„Ти беше мојот свет, ти беше мојот дом.”
„Темнината на спомените ме го губеше,”
„Ти беше мојот живот, ти беше мојата омагнетност.”

„Сега јас стојам, празнината ме опкружува,”
„Ти беше мојот свет, ти беше мојата љубов.”
„Темнината на спомените ме го губеше,”
„Ти беше мојот живот, ти беше мојата омагнетност.”",477,624,1101,4377,10.307663917541504,0.002745519593538894
Славко Јаневски,Еrејска  песна - 3,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Мракот плива во спомените, 
како сенка што не го напушта,
Тишината ги губи зборовите,
а срцето го губи ритамот.

Очите гледаат, но ништо не се гледа,
светлината е затворена,
како празнината што го опкружува.

Смртта чека во тишината,
минатото се враќа со болка,
и срцето се стопи во тага.

Тишина, смрт, спомени,
сите се пливаат во темнината,
каде што срцето се губи во минато.

Тишината е единствениот говор,
но тој зборува за болка,
и болката е единствениот останат.

Смртта е единствениот крај,
но крајот е полн со тага,
и тагата е единствениот останат.",304,298,602,2142,24.148401260375977,0.0026614210511349164
Славко Јаневски,Илинка  сончева  свршеница - 8,"Фигуративен јазик
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Во сенките на минатото, ти си ми сенка,
Твојата гласавица, уште ми звучна,
Ти си ми сон, но сон што ми го кида,
Секој ден, секоја ноќ, ти си ми кида.

Твојата љубов, огното што гореше,
Сега е пепел, што ми го пуши душата,
Ти си ми болка, болка што не ја губи,
Твојата одсутност, ми ја губи светлината.

Сеќавањата, ти си ги направи темни,
Секој ден, секоја вечер, ти си ми ги врати,
Ти си ми смрт, смрт што ми ја донesi,
Твојата негативност, ми ја врати тагата.

Временските стрелки, ние ги врати,
Ти си ми минатото, што не го врати,
Ти си ми трага, трага што ми ја остави,
Твојата болка, ми ја остави засекогаш.

Ти си ми сон, но сон што ми го кида,
Твојата гласавица, уште ми звучна,
Ти си ми сенка, во темнината на спомените,
Твојата болка, ми ја остави засекогаш.",330,455,785,2776,8.781282424926758,0.0017050434639569296
Славко Јаневски,Зоја - 7,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Женски заменки
Прикажување меѓучовечки конфликт
Зборови за комуникација
Негативна емоција
Тага
Негативен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со смрт
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

Во сенките на минатото, тагата ми го губи звукот,
како да ветерот ги несеш тихо испакнати писма.
Долгата реченица се врти во глава, 
како ветерот што ги киднапираше ѕвездите од ноќта.

Ти беше звукот што ми го исполнуваше срцето,
но сега ти си само една фрагментирана реченица,
која лебди во прашања без одговори.
Активниот ветер ги киднапираше нашите ветувања,
и ги фрли во бездната на заборавот.

Женскиот стон на спомените се губи во тишината,
како да се исклучи светлото на минатото.
Меѓучовечкиот конфликт се стега во темнината,
и ние остануваме како два ѕвона, раздвоени во прашања.

Комуникацијата беше наша крилата,
но сега ти си само една празнина во ушите.
Негативната емоција се стега во градите,
и тагата станува нејзина сенка.

Темнината на спомените е полна со звукови на смрт,
каде културата вечно се губи во времето.
Минатите зборови се стегаат во празнина,
и ние остануваме како два ѕвона, раздвоени во прашања.

Во темнината на спомените, светлината на минатото се губи,
и ние остануваме како празни зборови во ноќта.",395,516,911,3835,21.20109367370605,0.001992166274138919
Славко Јаневски,Мост,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Прикажување меѓучовечки конфликт
Негативна емоција
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со смрт
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Интерпункциски симболи",Темнината на спомените,"Темнината на спомените

В сенките на минатото, ти си там, 
оддалечен како ѕвезда во ноќта, 
твоето светло се расипува во прашината на времето.

Ти си ветер што ми го шепа лицето, 
но сега ти си само ветер во празнината,
кој ништо не носи освен прашања.

Ти си болка што се стегнува во срцето,
и секој ден се стегнува повеќе,
како ѕид што руши, но никогаш не паѓа.

Очите ми се огледала на твоите,
но сега ти си само сенка во огледало,
оддалечена и несигурна.

Сега ти си смрт што чека во тишината,
и јас сум она што живее во сенките,
на прашања без одговори.

Време е да се ослободим од ти,
но секој чекор е тежок како камен,
и секој чекор е полно со тага.

Ова е местото каде ти си оставен,
во празнината што го полни сегашниот мој свет,
и јас сум она што живее во сенките на спомените.",365,405,770,2917,19.267127990722656,0.0021808913345360416
Славко Јаневски,Љубов  за  љубов,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Морализирање
Зборови за комуникација
Увид
Позитивна емоција
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со храна или јадење
Зборови поврзани со слободно време
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Интерпункциски симболи",Сончеви Разговори,"Сончеви Разговори

Од денот рано, со сонце што зорува,
Ти си ми големиот говорник, сонче.
Твоите зборови, како златни нишки,
Пролетни ветрови, ги носат нашите мисли.

Ти си сонче, ти си сонче, ти си сонче,
Кој ги осветлува сите наши денови.
Твоите звуци, звучни како ветер,
Ние ги слушаме, ти си наш главен разговорник.

Ти си големо, ти си големо, ти си големо,
Ти ги осветлуваш сите наши спомени.
Твоите слики, како слики во стари албуми,
Ние ги гледаме, ти си наш љубовен говорник.

Ти си големо, ти си големо, ти си големо,
Ти ги осветлуваш сите наши надежни денови.
Твоите звукови, звучни како ветер,
Ние ги слушаме, ти си наш главен разговорник.

Сонче, ти си сонче, ти си сонче,
Кој ги осветлува сите наши спомени.
Твоите звуци, звучни како ветер,
Ние ги слушаме, ти си наш љубовен говорник.

Ти си големо, ти си големо, ти си големо,
Ти осветлуваш ги сите наши надежни денови.
Твоите слики, како слики во стари албуми,
Ние ги гледаме, ти си наш љубовен говорник.

Сонче, ти си сонче, ти си сонче,
Кој ги осветлува сите наши спомени.
Твоите звуци, звучни како ветер,
Ние ги слушаме, ти си наш љубовен говорник.",444,597,1041,3406,2.9873743057250977,0.0013737227063817916
Славко Јаневски,Прва  бразда,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Просоцијално однесување
Бидување љубезен
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со работа
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Интерпункциски симболи",Тој и неговиот сон,"Тој и неговиот сон

no_song_found",363,393,756,2665,337.17608642578125,8.225255504020085e-12
Славко Јаневски,Полноќна  приказна,"Фигуративен јазик
Фрагмент од реченица
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Зборови за комуникација
Увид
Зборови поврзани со меморија
Негативна емоција
Тага
Неутрален тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со ризик
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови фокусирани на минатото
Зборови поврзани со време
Повторени зборови
Зборови кои изразуваат количина
Зборови кои означуваат семејство
Зборови кои означуваат мажи
Интерпункциски симболи
Броеви",Темнината на спомените,"Темнината на спомените

no_song_found",564,1786,2350,6875,176.70057678222656,3.457652721036484e-24
Славко Јаневски,Илинка  сончева  свршеница - 2,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Зборови за комуникација
Позитивна емоција
Позитивен тон
Зборови поврзани со аудитивна перцепција
Зборови поврзани со визуелна перцепција
Зборови поврзани со просторна перцепција
Зборови поврзани со перцепција на движење
Зборови поврзани со привлечност
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови поврзани со време
Интерпункциски симболи",Сончевиот Вихор,"Сончевиот Вихор

Од далечниот врв на планината, сончевиот вихор леташе, 
светлината пливаше во водите на морето, 
а ние, ние разговорувавме со ветровите, слушајќи ги нивните тајни. 
Ти, со твојот гласен говор, ми го осветлуваше срцето, 
како што сончевиот зрак прободуваше низ облаците.

Во минатото, кога ѕвездите се шегуваа со нас, 
тие ни ги раскажуваа приказните, 
а јас, со мојот активен тон, ги исполнував нивните сонови. 
Жената со нејзината лепота, 
како сончевиот сјај, осветлуваше секој ден.

Мојот гласен звук, звучниот бризок на реката, 
се движеше низ културните улици, 
и ги повикуваше сите да се заљубават во убавото. 
Секој ден беше ново сонце, 
и секоја ноќ беше ѕвездена вечер.

Сега, со сончевиот вихор, ние летаме, 
и со сите наши чувства, ние го исполнуваме минатото со светлина.",423,432,855,3214,24.53109359741211,0.002581558676408181
Славко Јаневски,Три  неволји,"Фигуративен јазик
Фрагмент од реченица
Долга реченица (run-on)
Активен глас
Машки заменки
Женски заменки
Просоцијално однесување
Бидување љубезен
Прикажување меѓучовечки конфликт
Зборови за комуникација
Индикатори за моќ
Бидување несигурен/колеблив
Увид
Зборови поврзани со меморија
Негативна емоција
Анксиозност
Тага
Негативен тон
Зборови поврзани со визуелна перцепција
Зборови поврзани со привлечност
Зборови поврзани со ризик
Зборови кои изразуваат потреби
Зборови кои изразуваат желби
Зборови кои изразуваат недостаток
Зборови поврзани со смрт
Зборови поврзани со дом
Зборови поврзани со култура
Зборови фокусирани на минатото
Зборови фокусирани на сегашноста
Зборови поврзани со време
Зборови кои означуваат мажи
Зборови кои означуваат жени
Интерпункциски симболи
Броеви",Темнината на спомените,"Темнината на спомените

О, тага што ти си сенка на минатото,
која го оплекува секој ден со своја темнина.
Ти си фигура на љубовта изгубена,
која го колне душето со својата трага.

Секој ден, ти си фрагмент од реченица,
несвршена, долга и несигурна.
Ти си активниот глас на моето срце,
кој повикува на машкиот дел од душа.

Ти си женската сила што се колебава,
и сепак, ти си просочена со љубезност.
Ти си конфликт што се раѓа во длабочините,
и ти си зборови за комуникација што се губа.

Моќта на спомените ти е индикатор,
но ти си и несигурен свет што колне.
Ти си увид во темнината на душа,
и спомен што никогаш не заборава.

Ти си тага што се раѓа од минатото,
и анксиозност што се раѓа од сегашноста.
Ти си негативен тон што го оплекува секој ден,
и визуелна перцепција на она што не го гледам.

Ти си привлечност што никогаш не ја имав,
и ризик што никогаш не го презев.
Ти си потреба што не ја исполнував,
и желба што не ја исполнив.

Ти си недостаток што никогаш не го надополнував,
и смрт што никогаш не ја дочекав.
Ти си дом што никогаш не го најдов,
и култура што никогаш не ја пронадов.

Ти си минатото што никогаш не го вратив,
и сегашноста што никогаш не ја искористив.
Ти си време што никогаш не го искористив,
и маж што никогаш не го најдов.

Ти си жена што никогаш не ја најдов,
и срце што никогаш не го најдов.
Интерпункциски симболи што никогаш не ги најдов,
и броеви што никогаш не ги најдов.

Темнината на спомените, ти си она што никогаш не го разбрав.",584,730,1314,4663,10.565815925598145,0.0027286714895894226
