author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l,bertscore_f1
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,,Будаличиште,"Будаличиште

Меѓу пати се на будалиштето,
нејзин глас пред царинарникот,
неа пред очи на првите.
Оти мој дом во будаличиште,
прв пристан кај нејзино срце.",6370,105,6475,1995,67.91082763671875,0.0001291074527123,0.0,0.0,0.0,0.7843245267868042
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,,Меѓу будаличишта,"Меѓу будаличишта

Меѓу будаличишта што се пата се,
Неа ја чекам пред царинарници.
Пред нејзиниот лик прв да застанам,
Оти мојот поглед кон неа да насочам.

Пред да се стемни, ќе бидам тука,
Меѓу првите што ќе ја видат.
Нејзиниот осмев ќе ме пречека,
Та да ме изведе од овие будаличишта.",6370,182,6552,3239,32.290489196777344,0.0004414268732593,0.0,0.0,0.0,0.8228656053543091
Петре М. Андреевски,АКО НЕ СИ ТИ,,Будаличишта меѓу нас,"Будаличишта меѓу нас

Се пати се трупот меѓу будаличишта,
под погледи на нејзините очи.
Пред царинарници стоиме ние,
оти сме будали, не сме први.

Меѓу дрвјата, во тишина,
пати се животот нашин.
Пред лицето на господ стоат,
оти во себе немаат ништо.

Оти во будаличиште се живее,
пати се, се множи бездушието.
Меѓу редови на празни замки,
првите чекори грешат и лаат.

Оти пред нас стои пустиот свет,
нејзините зраци нè гледаат остро.
Меѓу будали што прават будали,
ние сме сами, оставени и гладни.",6370,272,6642,3690,34.685150146484375,0.0008504239409504,0.0,0.0,0.0,0.8416546583175659
Петре М. Андреевски,ВТОРА ИСПОВЕД,,"Будаличиште, Пати се","Будаличиште, Пати се

Меѓу светот стои јазот,
Нејзин сон, во нејзин тазе.
Пред будаличиште пати се,
Оти мој првиот дел, царинарник ќе се.

Пред неа се јавува чудо,
Меѓу нас таа се кити.
Нејзиното царство е мудро,
Пред истина не сме ништо!

Оти патот е тежок, но нејзин е,
Меѓу светот таа царува.
Мојот прв поглед на неа се,
Пред неа се будаличи будаличиште!",6370,222,6592,3338,27.25010108947754,0.0002519451730869,0.0,0.0,0.0,0.8223146200180054
Петре М. Андреевски,Песна за нејзината песна,,Будаличката пат,"Будаличката пат

Меѓу царинарници и будаличишта,
пред нејзиното осамено будаличе,
се пати таа, се множи неа,
оти е прва меѓу прашните.

Пред крв, пред солзи и пена,
нејзиниот мој поглед се враќа,
бидејќи нејзините очи знаат
дека само таа може да ме спаси.

Оти, во будаличката пат,
таа е мојот прв другар,
што ме води низ меѓу, низ пред,
и ме чува во нејзиниот загрлај.",6370,216,6586,4034,36.49015045166016,0.0009152994906001,0.0,0.0,0.0,0.8216805458068848
Петре М. Андреевски,ЛЕТУВАЊЕ,,Меѓу будаличиштата,"Меѓу будаличиштата

Меѓу будаличишта се патат,
Се плодат и се множат,
Пред царинарникот се собираат,
Нејзиниот глас ги повикува.

Оти пред нејзе стојат мои,
Прво децата, а потоа мажите,
Чекајќи да ја минат границата,
Да го остават будаличиштето зад себе.

Меѓу овие препреки, 
Тие се обидуваат да ја најдат својата слобода,
Своите први чекори кон новиот живот,
Надвор од затворот на будалите.",6370,222,6592,2971,44.54497909545898,0.0009778937556965,0.0,0.0,0.0,0.753775954246521
Петре М. Андреевски,Летно пладне,,Будаличиште,"Будаличиште

Меѓу царинарници што се патат,
будаличиште што се множи,
пред нејзин поглед патуваат,
оти, мој прв поглед, тебе те бараат.

Преку будали што се пења,
меѓу оние што во будаличиште трчаат,
пред мене што стои неа,
тебе што си ми прва љубов те видувам.

Оти во моето срце само ти постоиш,
нејзин прв поглед во мојот ден,
меѓу сите што се множат, те бараам,
пред мене да застанеш, да бидеш мој ден.",6370,225,6595,3748,29.67118263244629,0.004234195710481,0.0,0.0,0.0,0.7447431087493896
Петре М. Андреевски,ЧЕТВРТО ПИСМО,,Будалечки танц,"Будалечки танц

Меѓу будаличишта,
нејзиниот пат се пати.
Пред царинарникот застана,
оти мојот мој и не е.

Сред будалушки појави,
нејзе ја не можам да ја најдам.
Пред неа чекам,
ноти оти, оти, оти!

Се множи будалучење,
меѓу нас тоа царува.
Втурнат е мојот мој,
во будалички танец.",6370,178,6548,3073,36.7736701965332,0.0001919141412776,0.0,0.0,0.0,0.8481439352035522
Петре М. Андреевски,Таа,,Бидаличје,"Бидаличје

Меѓу будаличишта се патат,
Нејзиното царинарник снажно сјаи.
Пред оти таа оставена ја има,
Мојот прв чекор кон неа го прават.

Оти пред се, опфатена е од чувства,
Што меѓу нејзините стварчиња се крият.
Ја празнам своите џебови, а ништо не наоѓам,
Освен сеќавања што меѓу нас се шират.",6370,183,6553,2857,50.58113861083984,0.0043902179185565,0.0,0.0,0.0,0.7805434465408325
Петре М. Андреевски,Тркалезни форми,,Будаличиште,"Будаличиште

Меѓу будаличиштата се пати,
Пред царинарникот застанува неа,
Мојот прв чекор не го држи оти
Во нејзино време се будаличат сите.

Проби да влез од нејзиното будаличиште,
Ама меѓу чеканот и наковалната се најдов,
Пред нејзините очи не можев да се сокријам,
Оти во нејзиното будаличиште си останав.",6370,176,6546,2660,42.89822769165039,8.52339867981649e-05,0.0,0.0,0.0,0.7591904401779175
Петре М. Андреевски,ТРЕТО ПИСМО,,Меѓу будаличишта и нејзини пати се,"Меѓу будаличишта и нејзини пати се

Пред царинарникот стоев јас,
Меѓу будаличишта бев расплетен,
Нејзиниот лик оставаше до нас
Пред да се одам, да се губам, измамен.

Неа ја бараа меѓу овие пати,
Оти познаваа нејзини мажи и деца,
Но пред мене стоеја како некои врати
Што не дозволуваат да се влезе во срца.

Оти имаше нешто што ме влечеше кон неа,
Мојата душа беше како ѕвезда во ноќ,
Пред мојот поглед стоеја тие што ја штитеа,
Но не можеа да ме запрат, да ја сокријат таа моќ.

Меѓу будаличишта што се патат и множат,
Пред себе ја видов, со нејзин лик светла,
Оти не можеа да ме спречат да ја допрам, да ја слушам,
Бидејќи таа беше мојата прва, моја.",6370,368,6738,5450,24.130294799804688,0.008853689156014,0.0,0.0,0.0,0.8170578479766846
Петре М. Андреевски,Лицето на зборовите,,Будаличиште меѓу нас,"Будаличиште меѓу нас

Меѓу нејзините деца се пати,
нашето будаличиште расте.
Пред нејзините очи, тоа ни се кити,
а пред царинарникот се плати.

Неа ја гледаме во својот прв ред,
како се смее на нашето жал.
Во времето пред нас, тоа беше ред,
но мојот мој прв другар стана пал.

Оти сите сме будали пред неа,
што ни е познато, а и далечно.
Мојот прв капитал тоа го зема,
во нејзиното будаличиште веќе трајно.",6370,229,6599,3692,27.721529006958008,0.0042488780972397,0.0,0.0,0.0,0.8203352093696594
Петре М. Андреевски,ПРВИТЕ ПОДАТОЦИ ЗА ДЕНИЦИЈА,,Будаличиштата,"Будаличиштата

Меѓу будаличиштата се пати се,
нејзините зборови не престануваат.
Пред царинарникот, пред сè,
мојот прв поглед на неа.

Оти меѓу народот се множи,
зашто пред очите ни се јавува.
Која будала ќе ја сопре?
Која прва рака ќе ја зграби?

Меѓу сите тие, мојот мој глас
не може да го слуша никој,
освен нејзиното будало ухо
што прво ги чува нејзините зборови.",6370,210,6580,3666,24.56593513488769,0.0003971299031737,0.0,0.0,0.0,0.8060533404350281
Петре М. Андреевски,Тешко мене,,Будалишта,"Будалишта

Меѓу будаличишта што пати се,
Нејзина душа блуди безумно.
Пред царинарници, таа крие
Сè што нејзино, и бега скришно.

Оти мој е овој свет неуморен,
Меѓу чеканот и наковалната,
Прв пат ја гледам, така изгубена,
Прв пат ја среќавам во будаличиште.",6370,162,6532,2846,48.48859405517578,2.9479700372705307e-05,0.0,0.0,0.0,0.7929966449737549
Петре М. Андреевски,ПЕСНА ЗА МОЈАТА ПЕСНА,,Меѓу будаличишта,"Меѓу будаличишта

Меѓу будаличишта што се патат,
нејзините очи ме гледаат.
Пред нејзиниот подигнат поглед,
стојам загубен и неспретен.

Оти мојот збор меѓу пати се гуши,
а пред неа како првак чекам.
Нејзиниот оган што ме души,
со мојот мрак се склопува.

Нејзиниот смеј меѓу царинарници
ми дава надеж и нетрпеливост.
Оти неа ја сакам, а таа не знае,
во неа е мојата бајалица.",6370,228,6598,3575,29.17426490783692,0.0003059511990166,0.0,0.0,0.0,0.8342199325561523
Петре М. Андреевски,ПРВА ИСПОВЕД,,Будаличношки плодови,"Будаличношки плодови

Меѓу будаличишта се пати,
порано што неа ја видов.
Пред царинарникот застанав,
младо клетво во срцето бродев.

Оти не тажам јас, туку,
мојот поглед кон небото се кутра,
прв пат љубов на поглед ме затекна,
сред тој будаличишка глутра.

Сад ме прими во неа таа,
и ме пушти во свои простори,
пред нејзините раскошни порти
срцето ми храбро ја створи.",6370,205,6575,3170,67.81468963623047,0.0006140381471789,0.0,0.0,0.0,0.8520586490631104
Петре М. Андреевски,ВТОРО ПИСМО,,Будаличиште,"Будаличиште

Меѓу будаличиште пати се,
Нејзиното семе порасна.
Пред неа, оти што мора да се,
Царинарникот ја прати.

Мојот поглед прв да ја граби,
Но, тој меѓу другото ја штити.
Оти нејзината младост даjai,
Пред неа чекам, помала ми се чини.",6370,152,6522,2736,46.15157699584961,0.0002272419319046,0.0,0.0,0.0,0.7887160778045654
Петре М. Андреевски,Има денови,,Будалиште меѓу пурпурни пати,"Будалиште меѓу пурпурни пати

Во будаличиште, меѓу пати што се,
нејзиниот лик пред мојот блеска.
Оти што е мојот, што е нејзин пред,
што е меѓу нас, не можам сфат'.

Царинарници чуваат врата,
а тој ми ја кара душата.
Пред нели' стојам, нејзина и мојна,
меѓу миг е вечност одредена.

Оти како диви коњи пурпурни пати
се меѓу нас множат, а ни сам' не знаеме кат'.
Но, нејзиното срце ми е прв.
Пред сè друго, во мене едн' е првин тој.",6370,256,6626,3953,39.53111267089844,0.0022458881466495,0.0,0.0,0.0,0.8268949389457703
Петре М. Андреевски,Ко да беше лани,,Меѓу Будаличипатовите,"Меѓу Будаличипатовите

Нејзиниот царинарник се патат меѓу
будаличишта, неа чека пред,
оти таа е прв збор во мојот
друм кој се вие меѓу стихови.

Жедна за нови зборови,
таа ги пати ветровите,
ги грабаат нејзините
крилја неа пред чеканот 
и наковалната на моето срце.

Меѓу нејзините сновидувања
и моите јаве, самовиден,
се раѓа поезија
што како прв пролетен ден
ги разубавува
будаличипатовите.",6370,227,6597,4128,51.52835464477539,0.0008595154255756,0.0,0.0,0.0,0.8374554514884949
Петре М. Андреевски,ВО СОБАТА НА ДЕНИЦИЈА,,Будаличиште меѓу пати се,"Будаличиште меѓу пати се

Во царинарник меѓу будаличишта,
нејзин поглед пред мене се плоди.
Оти пред овие давам своите први,
мојот збор меѓу неа се множи.

Тажен пред поглед, ли? Забуни,
оти пред нејзиното лице сум јас таму.
Меѓу царинарник, пред будаличишта,
мојот збор се пати, се буни.",6370,175,6545,2899,43.80341339111328,5.618755952407626e-05,0.0,0.0,0.0,0.7905100584030151
Петре М. Андреевски,Тоа таму,,Меѓу будаличишта,"Меѓу будаличишта

Меѓу будаличишта, се патат,
Пред нејзин цар, пред царинарник стојат.
Оти, нејзин е овој свет,
Првиот што ќе ги патат.

Меѓу деновите, тивко, се множат,
Пред неа се кренуваат, царот го слушат.
Оти, нејзин е овој глас,
Првиот што ќе ги пробуди.

Меѓу редови, меѓу редење,
Нејзиното име, пеат, го дочекуваат.
Оти, нејзин е овој свет,
Првиот што ќе го пополнат.",6370,239,6609,3081,14.506962776184082,0.0006905080563624,0.0,0.0,0.0,0.7604621052742004
Петре М. Андреевски,ОТКАКО ТЕ НЕМА,,Будучки препелици,"Будучки препелици

Меѓу царинарници и будаличишта,
пати се живот во оваа околина,
а нејзин глас кон нас ѕвони.

Пред оваа нејзина будност што се множи,
оти ми се чини дека ќе нè најде,
мојата првадела да ја нуди на предавање.

Но, сега дејството е пред нас,
ќе мораме да се искачиме пред да свитка,
а таа нека го прими нашиот мој глас.",6370,189,6559,3176,58.78890228271485,0.0005231592537573,0.0,0.0,0.0,0.8715769052505493
Петре М. Андреевски,Првата разделба,,Будаличиште меѓу патење,"Будаличиште меѓу патење

Во будаличиште се патат,
меѓу нејзин смеј се плодат.
Пред царинарникот стојат,
а оти први да бидат се борат.

Тој и таа во мој деви пат,
сред будали царат меѓу мали и прв.
Пред очи на сите нив се саат,
меѓу чеканот и наковалната не наоѓаат брв.",6370,165,6535,2750,52.99419784545898,0.0027632054918175,0.0,0.0,0.0,0.7687361836433411
Петре М. Андреевски,Проштенски поклади,,Будаличиште меѓу патиштата,"Будаличиште меѓу патиштата

Меѓу будаличишта се пати,
пред царинарникот, нејзин
сон трепери во небиднината.
Оти пред царинарник, 
меѓу патиштата, нејзината душа
се чуди на свеста на своите мисли,
оти мојот прв чекор
не ја најде среде нејзиното будаличиште.",6370,155,6525,2686,50.12321090698242,0.0012500396546477,0.0,0.0,0.0,0.7210085988044739
Петре М. Андреевски,До кога,,Будаличиште во патење,"Будаличиште во патење

Меѓу будаличиште и пати се,
нејзин дар - меѓу меѓу, пред неа,
оти зборот мој ѝ прв се клони,
пред царинарник на нејзините чекори.

Будаличиште се пати, се множи,
пред неа нема кој да се соборит,
од нејзин глас сè се рушит и пее,
нејзин збор - огледало на мојот поет.

Ова наше будаличиште, оти ја сака,
оти ја бакнува и до неа се пнее,
на нејзин пат, пред нејзините очи,
будаличиште во песна ликува и пее.",6370,242,6612,3736,26.47968864440918,0.0032039770478739,0.0,0.0,0.0,0.7917566299438477
Петре М. Андреевски,Сеќавање,,Будаличишта меѓу нас,"Будаличишта меѓу нас

Во будаличиште се пати,
меѓу нејзини очи се гати.
Царинарници чекаат пред,
ја мојата Македонија, мој прв.

Пати се, пати се, будаличишта,
меѓу оки и прст се вртишта.
Оти, мојот живот ли ги крати,
пред да се снајдам, ме пренаоѓа?

Не се будали, не се будали,
меѓу нас се крепат и натали.
Нејзиниот глас, мојот прв,
будаличишта, сè ќе ве горд.",6370,225,6595,3145,33.60713195800781,5.076876658581713e-06,0.0,0.0,0.0,0.8010572195053101
Петре М. Андреевски,ТИ И ЈАС,,Во будаличиште,"Во будаличиште

Meѓу првите пати се
царинарникот чека нејзин долг
оти пред очите на сите
во будаличиште ја води.

Гледај, пред тебе се патат
мудроста мојата игнорирај,
а оној што со неа оди,
во будаличиште ќе го крива.

Порано прв беше, сега веќе не,
оти нејзин патосан, ќе плати мој.
Меѓу чеканот и наковалната,
тој полека влегува во будаличиште.",6370,199,6569,3133,42.266639709472656,0.0011750971645232,0.0,0.0,0.0,0.8464005589485168
Петре М. Андреевски,ИЗЛЕТ,,Пролетен будал,"Пролетен будал

Меѓу царинарници се пати,
нејзина и нејзина, будаличиште ‒
Пред неа, пред нејзиниот прв поглед,
оти мој, оти разговор во цик-цак.

Пред биело и црвено што не зна,
прв допир на земно и небесно,
меѓу облаци и растурен сон
што се множи, што те бара, самотна.

А, будаличиште, безумно пато,
се издигнува меѓу светот и не-мој,
оти, оти, оти... зар не гледаш?
Само капка расцутена во мајска зора.",6370,230,6600,3430,49.069580078125,9.689493415766322e-05,0.0,0.0,0.0,0.7988579869270325
Петре М. Андреевски,Летување,,Меѓу будаличишта и пати се,"Меѓу будаличишта и пати се

Меѓу будаличишта и пати се,
Нејзиниот поглед врз мене се сте.
Пред царинарници и оти се знае,
Мојот прв чекор кон неа се пробива.

Меѓу цвеќиња и први зори,
Нејзината убавина ме опкружува.
Пред нејзините очи и мене да ми се вори,
Мојата љубов на прв поглед се разбуди.

Меѓу шуми и птици што пеат,
Нејзината душа ме опива.
Пред сè, ми стана сосема јасно,
Мојот свет сега во неа се крие.",6370,247,6617,3551,25.0496768951416,0.0013975764335382,0.0,0.0,0.0,0.8101874589920044
Петре М. Андреевски,Како ќе го најдеш Ристо Шишков,,Прва сезона на будаличиштата,"Прва сезона на будаличиштата

Меѓу царинарниците пати се будаличишта,
нивната влада со моја не спаре.
Пред неа сите сме еднакви, нејзини и мои,
оти таа нас нè сака како свои.

Патот среде ги води будалите,
што се смеат пред неа, без да ја гледаат.
Нејзин ли е тој пат ил нејзин не е,
голема ми е тајната, ускоро ќе ја знаеш.

И пред неа ги ставам сите свои,
од будаличиштата ги бранам колку што можам.
Оти нејзините тие се, без сомнеж,
мојот збор пред неа секогаш ќе се плоди.",6370,267,6637,3610,51.56737518310547,0.0038444122424337,0.0,0.0,0.0,0.8242424726486206
Петре М. Андреевски,Кукавица,,Меѓу будаличиштата,"Меѓу будаличиштата

Меѓу будаличишта се патат,
Се множат, се плодат и растат,
Пред царинарниците стојат,
Нејзиниот лик се несколебаат.

Оти пред нив тоа е разбрано,
Првиот чекор што го згазиле,
Мојот живот сега е измешан,
Меѓу сите тие распнат.",6370,157,6527,2268,66.35987854003906,0.0002934907758066,0.0,0.0,0.0,0.7752588987350464
Кочо Рацин,Проштавање,,Пролетно срце,"Пролетно срце

Над гради раскрилени гради,
како ветар над шуми дрвја,
што ли таму бучи и учи,
отколку душа моја вита?

Животот лист по лист ден по ден
ме тишти, но се не сма'рва,
срцето мое, срцето сурово,
што нема гроб да му го купи.

Човек над живот ме надви'
над секој ден, секоја грижа,
ден над ден, радост над тага,
срце над срце, сјај над сјај.

Срцето мое, денови мои,
лист срчен цвет, во облак качен,
што таму бучи, учи, пее,
кога душата ми над себе се вие?",14233,253,14486,4009,30.36418533325196,0.0010211727447966,0.0,0.0,0.0,0.855737566947937
Кочо Рацин,Ленка,,Откос на времето,"Откос на времето

Ден за ден, лист по лист,
животот се спушта над нас.
Гради што дишат се стегнати,
грозд што влече во својот пад.

Срцето над гробот се свива,
се бори за викот, за чекор.
Но денот над него се лизга,
го одвлекува во црн мор.

Над човечките тајни се леи,
нов ден го покрива старото.
Над младоста, немоќ се стреми,
над силата – времето стрмно.

Човекот споредува, брои,
но листот се трга од дланката.
Над битката негова стои
сенка што го држи на страната.",14233,234,14467,3933,53.3963737487793,0.0024152258378069,0.0,0.0,0.0,0.8629389405250549
Кочо Рацин,До еден работник,,Покрај Гроба,"Покрај Гроба

Листот што падна, свиен во пепел,
Сега е само сеќавање на ден стар.
Животот нашироко се раздвижи,
Над гробот искрено се гледат души.

Срце солзи лее, кога с' над гроб се навива,
Тука во дното тајно се крие.
Човекот што тука почива,
Ти беше пријател, ти беше род мој.

Денот што дојде со темен облак,
Прекри небото, без да го најде своето сјај.
Сред гради тага се настани,
Што ни' никогаш повеќе да те врати не ќе ни.

Но ветрот тажен што над гроб ни дува,
Вечно да ти чува спомен вреден.
Животот наш ден по ден ни дува,
Но ти си вечно во нашите срца сокриен.",14233,306,14539,5556,35.95676040649414,0.0028619495035727,0.0,0.0,0.0,0.886534571647644
Кочо Рацин,На Струга дуќан да имам,,Срцевина,"Срцевина

Над гробот твој, мој лист, се сеќавам,
срцето пулсира во градите мои.
Денови стари ми се раскриени,
солзи неискажани гледам во нив.

Човекот мој, полн со живот,
мојот ти ден, во срцето ти внесен.
Над тебе сега, со болка и чемер,
стојам скрхан, без твоја душа срчана.

Денови мили, минати како ветер,
вечно ќе живеат во мојот простор,
срцето мое, твоето чуварно,
ќе те пази, како моја граната.",14233,225,14458,3432,31.640092849731445,1.1554438586785643e-05,0.0,0.0,0.0,0.8747559785842896
Кочо Рацин,Балада за непознатиот,,Гроб на борбата,"Гроб на борбата

Низ листовите на времето,
Век по век,
Животот се бори над срцето.
Со денови што стануваат чед,
Човекот со дух кристален
Над гробовите вообличен,
Сонува нов ден да изгрее,
Да го огрее со светлина.

Слободата како жар да пламти,
Во градите на храбрите,
Што над сите незгоди се издигнуваат,
Ширејќи ја сета своја моќ.

Над човекот борбата кружи,
Теши го во најтешки денови,
Враќа му нов живот и сила,
Да се бори над своите стравови.

Гробот, вечен симбол на победа,
Над битките што ги доживеал,
Стои заштитнички над оние
Што ја бранеле слободата.",14233,293,14526,4517,42.37095260620117,0.0005191631412305,0.0,0.0,0.0,0.8002088069915771
Кочо Рацин,Тутуноберачите,,Есен над душите,"Есен над душите

Над гора што жути листот,
Животот што се губи.
Гроб што со време се полни,
А време нас ги губи.

Гради што одеднаш ѕвече,
Но срце што оди со тага.
Денови понекогаш се редат,
А среќа што не доаѓа.

Листовите што паѓаат,
Надежи што се губат.
Срца што се превиткуваат,
А спомените што се дробат.

Сенки што над нас стануваат,
Темна есен што души нè гуши.
Ден по ден, минуваат,
А нема што да нè утеши.",14233,229,14462,3959,32.529720306396484,0.0009469014025359,0.0,0.0,0.0,0.8508764505386353
Кочо Рацин,Денови,,Сенка на лист,"Сенка на лист

Златен лист што се ронеше,
татниците на ветрот го носеа.
Живот и смрт ме обгрнаа,
срце и душа ме распарчуваа.

Во гради жар што нејчеше,
над гробот што чекаше.
Во бран на немир и тага,
барав спасение и нага.

Ден по ден, листот се губеше,
сенката му полека бледнееше.
Сета тежина на светот,
на крај те следеше во мракот.

Над мртви глави и молк,
растеше само тошен тврд гол.
Некаде живот што ми го сокри,
во сенката само смртта го покри.",14233,245,14478,4284,56.5159797668457,0.00120557389763,0.0,0.0,0.0,0.8014742136001587
Кочо Рацин,Копачите,,Листовите на времето,"Листовите на времето

Во листовите на времето,
животот што ме ранува во срце,
ден по ден, ми излегува на среќа,
измеѓу гради и гроб го носам.

Слободата што сакав да ја градам,
над мене се издига како ѕвезда,
оставајќи ме во лудило да паднам,
да ја допрам со своите слаби десда.

Моите роденденски денови,
исполнети со надежи и дрхтење,
сега се патечки гол човече,
што под бремето на тежината клекнува.

Во душата збрана, до последен ден,
ќе ги однесам своите тајни,
со ветрот ќе ги расеам во ден,
да се родат за новиот чекор што следи.",14233,272,14505,4059,54.83738327026367,0.0002949830159889,0.0,0.0,0.0,0.8479345440864563
