author,song_title,styles_to_apply,name_of_new_song,new_song,input_tokens,output_tokens,total_tokens,ms,perplexity,bleu_score,rouge_1,rouge_2,rouge_l,bertscore_f1
Петре М. Андреевски,ПРВАТА РАЗДЕЛБА,,Меѓу Сè и Ништо,"Меѓу Сè и Ништо

Таа беше пред мене,
Онаа што ги носеше сите.
Нејзината магија ме привлекуваше,
Како ѕвезда што се крие меѓу облаците.

Оти, таа беше првата,
Што ме држеше во недостижната нејзина.
Мојата душа беше во нејзината,
Во светот меѓу сè и ништо.

Сега, кога ја немам,
Тагата ме однесува надалеку.
Но, сеќавањата остануваат,
Како нејзината сенка што ме следи.",229,222,451,2898,24.211566925048828,0.0035911879837413,0.0,0.0,0.0,0.729270339012146
Петре М. Андреевски,СПИЕЊЕТО НА ДЕНИЦИЈА,,Копнежот на душата,"Копнежот на душата

Беше тоа првата,
Што ме погледна во душата,
Меѓу сите други таа се издвојуваше,
Нејзината убавина ме оплени.

Пред неа застанав,
Оти чувствував дека е мојата,
Таа ме привлекуваше,
Како што сонцето го грее цветот.

Сега во мојата душа таа живее,
Сè додека сум жив, до неа ќе бидам,
Таа е мојата,
Мојата вечна љубов.",229,201,430,2627,32.9862060546875,0.0007740170556803,0.0,0.0,0.0,0.7727986574172974
Петре М. Андреевски,АКО НЕ СИ ТИ,,Меѓу нас,"Меѓу нас

Беше ден како и сите,
меѓу сенките и светлината.
Нејзината појава пред мене
освета ја мојата мрачна страна.

Оти пред неа стоев,
јас првата среќа ја почувствував,
сето она што порано немаше,
сега во нејзината близина се роди.

Нејзината насмевка ме окупи,
како да ме вративе во мојата младост,
во времето кога ништо друго не постоеше,
освен нејзината љубов и мојата самота.",229,202,431,2383,26.791202545166016,0.0005273159888914,0.0,0.0,0.0,0.773215115070343
Петре М. Андреевски,ВТОРА ИСПОВЕД,,Во сеќавањето,"Во сеќавањето

Беше таа, меѓу нас сите,
нејзината душа пламтеше,
пред нас, како првата.
Оти, мојата љубов кон неа,
ce отвори како цвет
во нејзиното сеќавање.",229,112,341,1503,66.620849609375,1.4789928953810125e-06,0.0,0.0,0.0,0.7934777736663818
Петре М. Андреевски,Песна за нејзината песна,,Ветер на промени,"Ветер на промени

Беше како ветер што шуми,
Што меѓу сите прелетува,
Нејзината душа ce движеше
Пред да ja пронајде својата.

Оти ce она што ja нема,
Мојата прва љубов беше,
Но сега ветрот дува,
И нова љубов ја нуди.

Пред мене збор по збор стои,
Во неа своето срце гледам,
Во нејзините очи ce огледувам,
Оти оваа љубов ја заслужив.",229,194,423,2456,31.881824493408203,0.0004242098188674,0.3333333333333333,0.0,0.3333333333333333,0.7835534811019897
Петре М. Андреевски,ЛЕТУВАЊЕ,,Опроштај,"Опроштај

Беше таа како првата пролет,
Сите нејзини движења беа обвеяни
Со магија што мојата душа ја обвеја.
Меѓу нас постоеше нешто неопишливо,
Пред да осознаеме, нејзината сенка веќе ме напушти.
Оти не можев да ја задржам,
Таа одлетува, зашто мојата љубов беше слаба.
Сега останав сам, тажен и празен,
Со надеж дека ќе ја вратам нејзината топлина.",229,206,435,2575,35.563270568847656,0.0008312796704209,0.0,0.0,0.0,0.7504680156707764
Петре М. Андреевски,Летно пладне,,Нејзината Песна,"Нејзината Песна

Беше првата, со неа сите ние
Заедно играа меѓу пролетните дрвја.
Пред нејзината врата, нејзината силуета
Ме привлекуваше, оти беше мојата.

Тажна беше, заборавена и сама,
Сите ја избегнуваа, без никого до неа.
Пред да замрам, пред да ме однесе времето,
Реков - Ова е мојата песна, твојата, и наша.",229,185,414,2366,45.09283065795898,0.0015121977640911,0.0,0.0,0.0,0.644027829170227
Петре М. Андреевски,ЧЕТВРТО ПИСМО,,Во нејзината утрина,"Во нејзината утрина

Пред мојата душа, небото беше
Во нејзината утрина, првата светлина.
Сите мигови меѓу нас се чуваа,
Оти нејзината љубов ме обземаше.

Во нејзината утрина, небото беше,
Во нејзиниот загрлај, мојата душа спиеше.
Сите трагови меѓу нас останаа,
Оти нејзината нежност ме водеше.

Во нејзината утрина, небото беше,
Во нејзиното срце, мојот живот тлееше.
Сите патишта меѓу нас се преплетуваа,
Оти нејзината убавина ме следеше.",229,253,482,2471,10.054176330566406,0.0004637814848749,0.0,0.0,0.0,0.7135891914367676
Петре М. Андреевски,Таа,,Миг на Вечност,"Миг на Вечност

Таа беше првата,
меѓу сите што ги знаев.
Нејзината убавина,
неа ја сакав.

Пред мојата душа,
тоа чувство се роди,
оти таа ме загреа,
кога ја загубив.

Во тој миг на вечност,
сета болка се стопи,
и во моето срце,
твојот лик се врежи.",229,159,388,1985,29.580883026123047,0.0041551635973187,0.0,0.0,0.0,0.783423900604248
Петре М. Андреевски,Тркалезни форми,,Проток на времето,"Проток на времето

Беше она што некогаш сите го знаевме,
Меѓу нас, нејзината присутност траеше.
Пред нас стоеше, нè водеше, 
Оти мојата душа, нејзе припаѓаше.

Првата искра, тлеејќе во мене,
Разгоре пламен што гори без прекин.
Споменот за неа, вечен ќе остане,
Во моето срце, ќе живее до крајот.",229,180,409,2311,47.087032318115234,4.331017994792568e-05,0.0,0.0,0.0,0.6965557336807251
Петре М. Андреевски,ТРЕТО ПИСМО,,Во сенката на утрото,"Во сенката на утрото

Беше таа, сред сите,
меѓу нејзината фина коса,
пред погледите што ja следеа,
оти таа беше мојата,
првата и единствена.

Таа беше тука,
во сенката на утрото,
кај што времето застана,
заробено во нејзините очи.

Нејзината убавина ja осветлуваше
темнината што ja опкружуваше,
a јас заслепен од тоа сјаење,
не можев да ja оставам,
да ja пуштам да замине.

Затоа ја задржав,
во мојата душа, во мојата меморија,
како најпрекрасното утро,
што некогаш ќе заINFO.",229,252,481,3047,29.7812614440918,0.0018053328593648,0.0,0.0,0.0,0.7895538806915283
Петре М. Андреевски,Лицето на зборовите,,Меѓу сите,"Меѓу сите

Беше пред мојата,
Нејзината љубов,
Првата искра што се роди
Меѓу сите што ја сакаа.

Оти таа ја избра неа,
Одлуката беше јасна,
И на тој чекор пред сите,
Го покажа своето срце.

Меѓу сите, таа се одлучи,
Да ја сака само неа,
Нејзината душа и срце,
Ја освоија заувек.",229,181,410,2144,19.63456153869629,0.0046133241962851,0.0,0.0,0.0,0.7529757022857666
Петре М. Андреевски,ПРВИТЕ ПОДАТОЦИ ЗА ДЕНИЦИЈА,,Меѓу сите нејзини сенки,"Меѓу сите нејзини сенки

Беше пред нејзината врата,
Гледајќи нејзината сенка меѓу сите.
Мојата душа првата те бараше,
Оти во тебе е мојата утеха.

Ти беше таму, во сенките на ноќта,
Чекајќи ме со раширени раце.
Мојата љубов, мојата прва,
Те сакав како никого друг.

Во твојот загрлај најдов спокој,
Во твоите очи - вечност.
Сите се свртија, но јас
Само тебе гледав, само тебе сакав.",229,227,456,2926,21.16478157043457,0.0002441612578415,0.0,0.0,0.0,0.7310810089111328
Петре М. Андреевски,Тешко мене,,Изгубената душа,"Изгубената душа

Беше таа, меѓу сите,
Нејзината душа ce изгуби пред,
Оти мојата, првата, беше вчера.
Сите ce собраа пред нејзина,
Но таа не ја видоа, таа не ја пронајдоа.
Беше таа, меѓу нас, изгубена, заборавена.
Нејзината душа пронајдена не беше,
Оти мојата, првата, беше тука.",229,177,406,1969,14.495401382446287,4.206584245370795e-05,0.0,0.0,0.0,0.7438081502914429
Петре М. Андреевски,ПЕСНА ЗА МОЈАТА ПЕСНА,,Издигната Таинственост,"Издигната Таинственост

Беше таа, првата мојата,
Средба меѓу сите што ги знаев,
Нејзината убавина пред мене ce појави,
Оти нејзиниот блесок ме ослепи.

Пред неа, ce сврти целиот свет,
Привлечена од нејзината магија,
Сите беа опиени од нејзиното присуство,
Што не можеа да ги разбудат.

Таа ce издигна во тајната,
Oставајќи ме сам во мракот,
Незнаејќи дали ќе ja видам повторно,
Или дека таа оди во светлината без мене.",229,234,463,2432,37.42210006713867,0.0002628562411136,0.0,0.0,0.0,0.8270260691642761
Петре М. Андреевски,ПРВА ИСПОВЕД,,Првата љубов,"Првата љубов

Беше таа меѓу сите,
Нејзината топлина ме греeше,
Пред мојата, првата,
Што ce заплеткаa во мојата.

Оти таа беше моја,
Што мене ме направи нејзин,
Душата ми ce сврте кон неа,
Љубовта во мене ce роди.

Над сѐ тоа, ce возвишуваше,
Единствена и непоколеблива,
Сè до денот кога ce расделивме,
Оставајќи празнина во мене.",229,201,430,2484,35.49500274658203,0.0004057067041751,0.0,0.0,0.0,0.7723737955093384
Петре М. Андреевски,ВТОРО ПИСМО,,Нејзината песна,"Нејзината песна

Беше пред нејзината врата,
Сите звезди во небото горе,
Меѓу нив застанав насамо,
Оти таа неа ја видов -
Мојата прва љубов ce роди.

Сите мисли co неа зборуваа,
Меѓу вечерните згради стоев,
Оти таа неа ја позна
Мојата прва песна запеа.

Беше пред нејзината душа,
Сите зборови во мене викаа,
Оти таа неа ја слушна
Мојата прва љубов заплака.",229,213,442,2284,18.33750534057617,0.0008201713710226,0.0,0.0,0.0,0.7334502339363098
Петре М. Андреевски,Има денови,,Чекам,"Чекам

Беше денот кога те сретнав меѓу
сите што ја полнеа нејзината душа.
Пред мојата смрт, прва те видов,
а тоа беше причината да нема покој.

Оти секогаш те носев во срцето,
твоја беше секоја помисла и чувство.
Сега чекам, чекам да ме најдеш,
да ја делиме животната патека заедно.",229,163,392,2473,44.22119140625,0.0022355133707624,0.0,0.0,0.0,0.8142712712287903
Петре М. Андреевски,Ко да беше лани,,Нејзина нежна приказна,"Нејзина нежна приказна

Беше нежна, беше мила,
Нејзината душа пламила.
Сите ја гледаа, задивени,
Пред неа стоеја и замислени.

Меѓу нив ce истакнуваше,
Нејзината убавина сјаеше.
Оти таа беше првата,
Мојата драга, нежна и мила.",229,150,379,1802,32.7281494140625,0.0001335170143481,0.0,0.0,0.0,0.7439073324203491
Петре М. Андреевски,ВО СОБАТА НА ДЕНИЦИЈА,,Силуетата,"Силуетата

Беше таа, меѓу сите,
Нејзината првата сенка,
Пред нејзините очи.

Оти, мојата душа,
Ја гледаше неа,
Пред нас сите.

Толку близу, па сепак,
Меѓу нас стоеше,
Како нејзина сенка.",229,136,365,1608,27.909387588500977,8.630163420151092e-07,0.0,0.0,0.0,0.7755327820777893
Петре М. Андреевски,Тоа таму,,Потрага за неа,"Потрага за неа

Беше пред мојата врата,
Меѓу сите што ги знаев.
Нејзината убавина ме пресретнува,
Оти таа е првата што ја сакам.

Сите ми зборуваа за неа,
Пред да ја сретнам и јас.
Сега мојата душа е нејзина,
Таа е единствената што ја возвишувам.

Ги оставив сите други,
И одлучив да ја следам.
Оти таа ме прави целосен,
Нејзиното срце сега е мое.",229,208,437,2586,22.790084838867188,0.0007280843347494,0.0,0.0,0.0,0.7626038789749146
Петре М. Андреевски,ОТКАКО ТЕ НЕМА,,Мојата Нежност,"Мојата Нежност

Беше таа пред мене,
Нејзината убавина ме плени,
Сите погледи беа меѓу нас,
Но мојата љубов беше првата.

Оти нејзината нежност
Ми стана мојата,
Пред сè и пред сите,
Таа стана мојата.",229,133,362,1815,26.43365859985352,3.9515565560342e-05,0.0,0.0,0.0,0.790110170841217
Петре М. Андреевски,Првата разделба,,Во нејзината сенка,"Во нејзината сенка

Беше пред сите,
меѓу прво светлата,
нејзината сила
сè околу освојуваше.

Пред нејзината појава,
во мојата душа,
мир и спокој царуваа,
но пресуди моќта на неа.

Оти толку беше невидлива,
а толку силна и голема,
со нејзината сенка,
ја загуби мојата мала.",229,163,392,2255,31.806320190429688,0.0013152899053993,0.0,0.0,0.0,0.6955142021179199
Петре М. Андреевски,Проштенски поклади,,Нејзината Песна,"Нејзината Песна

Беше првата, меѓу сите,
Што ја слушнав нејзината песна.
Пред неа ce јавив,
Оти мојата душа ја сакаше.

Нејзините тонови ме вовлекуваа,
Во нејзината магија незапирана.
Беше тоа вистинската,
Песна што ја баравме сите.

Оти тогаш кога ја слушнавме,
Знаевме дека е единствена.
Таа е нашата, нечија,
Песна што ќе ни остане засекогаш.",229,212,441,2343,24.13036346435547,0.0018942745167047,0.0,0.0,0.0,0.7309107184410095
Петре М. Андреевски,До кога,,Заувек Твоја,"Заувек Твоја

Беше нејзината, мојата првата,
Сите чувства меѓу нас ce.
Пред нејзините очи, беше неа
која го бришеше моето лице.

Оти во нејзината душа гледав,
Сите мисли co неа делев.
Пред нас иднината ce отвораше,
Нашата љубов ќе ја бранев.

Сега, кога одамна ce изгубивме,
Во мојата душа за неа чувам.
Оти секогаш ќе бидеш мојата,
Co твоето срце jac ќе живеам.",229,219,448,2886,33.56342697143555,0.0038060718506189,0.0,0.0,0.0,0.7994115352630615
Петре М. Андреевски,Сеќавање,,Исчезнување,"Исчезнување

Времето беше тука, меѓу сите,
Нејзината сенка го оптоварува секого.
Пред нас, премногу прашања,
Оти неа повеќе не ја гледаме.

Мојата прва мисла е да те видам,
Но ти веќе беше исчезната.
Сите зборови напразно се повторуваат,
Бидејќи твојот глас не можеме да го слушнеме.

Ова е крајот, сè уште не можам да сфатам,
Дека ти не си веќе тука меѓу нас.
Твојата светлина зајдов, твојата душа пречекори,
Остана само празнина во нашите срца.",229,251,480,2877,30.10661506652832,2.242535001496769e-05,0.0,0.0,0.0,0.7452993392944336
Петре М. Андреевски,ТИ И ЈАС,,Меѓу сите,"Меѓу сите

Беше таа, пред сите,
Нејзината, мојата прва.
Оти ме красеше меѓу сите,
Нејзината душа ја бев сета.

Тука, пред нас, сите,
Стоеше таа, моја прва.
Оти ме обземаше меѓу сите,
Нејзината љубов ме водеше сета.

Беше таа, меѓу сите,
Мојата прва, единствена.
Оти ме освои меѓу сите,
Нејзината љубов ме прикова сета.",229,209,438,2282,8.504788398742676,0.0005981639008558,0.0,0.0,0.0,0.7027799487113953
Петре М. Андреевски,ИЗЛЕТ,,Меѓу двете,"Меѓу двете

Беше таа, нејзината првата.
Пред да појде, меѓу сите.
Оти нејзината љубов
Ја бараше мојата.

Беше таа, нејзината голема.
Пред да појде, меѓу сите.
Оти нејзината желба
Ја бараше мојата.

Беше таа, нејзината единствена.
Пред да појде, меѓу сите.
Оти нејзината душа
Ја бараше мојата.",229,186,415,1604,5.105763912200928,3.586976030174048e-06,0.0,0.0,0.0,0.7306491136550903
Петре М. Андреевски,Летување,,Недокажана верба,"Недокажана верба

Беше таа и само таа,
Меѓу сите што сè уште не ја познаваа.
Нејзината душа пред сите ce огледаше,
Оти таа прва моја љубов беше.

Пред мене тогаш таа ce појави,
Нејзината убавина ме опкружи.
Мојата вера во неа не можеше веќе да ce брани,
Првата љубов во мене ce разгори како оган неукротив.

Сè уште во мене ce крие ова чувство,
Иако не знам дали таа го дели.
Но, жар на мојата вера во неа не пресушува,
Низ сè што me води токму кон неа.",229,246,475,3629,38.81664657592773,0.0031901615727041,0.5882352941176471,0.5333333333333333,0.5882352941176471,0.8126876354217529
Петре М. Андреевски,Како ќе го најдеш Ристо Шишков,,Мојата првата,"Мојата првата

Беше пред сите, меѓу сите,
Нејзината љубов толку силна.
Оти мојата очајно прва,
Чека неа што ce врати.",229,87,316,1287,54.93634033203125,1.5168277490751297e-05,0.0,0.0,0.0,0.722542405128479
Петре М. Андреевски,Кукавица,,Нејзината Приказна,"Нејзината Приказна

Беше таа меѓу сите,
Првата што ја видов,
Пред очите мои стоеше,
Пулсираше животот нејзин.

Оти не можев да ја заборавам,
Мојата душа беше нејзина,
Сѐ што сум бил и што ќе бидам,
Сето тоа беше нејзино.

Не знаев како да ја достигнам,
Помеѓу нас постоеја бариери,
Но верував дека некогаш ќе се сретнеме,
И дека ќе ја запознаам нејзината приказна.",229,223,452,2651,23.49934196472168,0.0010187162222804,0.0,0.0,0.0,0.7374049425125122
Кочо Рацин,Проштавање,,Цвет на граници,"Цвет на граници

Се вее лисјето во танец,
во живот што бавно гасне.
Човекот, во свој конец,
спокојно лежи во гроб, гради камени.

Во денови бескрајни,
неизвесен срце куца.
Има ли некој да те спаси,
или ќе те нема ветар да те скрие.

Над цвет, надеж се рее,
во тага безутешна, опколена.
Сета убавина на светов,
во еден лист се затвора.",224,190,414,2598,50.39152145385742,0.0004485472721397,0.0,0.0,0.0,0.8206140398979187
Кочо Рацин,Ленка,,Љубов во гроб,"Љубов во гроб

Листовите шумат,
Животот се бори,
Човекот закрачува
Над гробна порта.

Во гради измачени
Срцето болно бие,
Денови поминати
Во љубов што нема.

Над земјата таинствена,
Над тивок гроб суров,
Човекот се моли
За љубов што отсекогаш има.",224,150,374,1909,44.76949691772461,0.0009774127556508,0.0,0.0,0.0,0.8324610590934753
Кочо Рацин,До еден работник,,Листопад во Живот,"Листопад во Живот

Листот што врз нас се спушта,
Открива што во срцето душа.
Човекот, под гробот во прс,
Отпечаток остава врз срцето.

Денови минуваат, слики се губат,
Но она што не го има, во нас остава.
Над гробовите, се крева нова утеха,
Што во градите донесува нова надеха.

Животот е пат без крај,
Со моменти на сјај и со моменти на рај.
Оној што ги открива коските во прав,
Во срцето нови искри запалува сјај.",224,214,438,2508,39.394508361816406,0.0023265479884448,0.0,0.0,0.0,0.776716947555542
Кочо Рацин,На Струга дуќан да имам,,Листот што го нема,"Листот што го нема

Сам во грутка земја лежи,
над него гроб, над него време.
Човекот што го нема веќе,
низ животот си отиде, 
ги сети само градите што плачат.

Денови празни, срце празно,
човек што нема, живот што нема.
Сам во грутка земја лежи, 
над него гроб, над него време.",224,147,371,1921,27.742616653442383,1.2540226123076583e-06,0.0,0.0,0.0,0.7766914367675781
Кочо Рацин,Балада за непознатиот,,Неприфатливи Молби,"Неприфатливи Молби

Во шумата стари листови шумат,
Животот бескрајно плови над гроб.
Човекот на гради сопре и гледа,
Денови оставил, но нема срце.

Го има, го нема, таинствено сокрит,
Над сите прашања што нема одговор.
Безмилосно чека да дојде Крајот,
Да врати на Земјата, на Небото дар.",224,166,390,2007,58.98379898071289,3.817136674700305e-05,0.0,0.0,0.0,0.8042733669281006
Кочо Рацин,Тутуноберачите,,Листот на животот,"Листот на животот

Листот на животот се вие,
Во гради грчкаво дише,
Човекот над гробот се ние,
Срцето беспомошно тлее.

Денови во бездна се влечат,
Ништо нема да нè потплени,
Но во душа бледи се свечат,
Спомените кои нè грени.

Животот е дар, никој го нема,
Но сите го траат во себе,
Таинствено над нас се свема,
И вечно со нас опстојува.",224,189,413,2265,44.895809173583984,0.0006792959292065,0.0,0.0,0.0,0.8617876768112183
Кочо Рацин,Денови,,Живот во листовите,"Живот во листовите

Листот што трепери над,
Во него живот се крие.
Човекот што чекори леснокрил,
Со гради што грижи ги брие.

Денови полни со срце,
Што има и нема во себе.
Во гробот што чека остатоци,
Живот што весело цвета во себе.",224,132,356,1723,66.76713562011719,0.0002565679085847,0.0,0.0,0.0,0.790513813495636
Кочо Рацин,Копачите,,Листовите на животот,"Листовите на животот

Листовите на животот се разлеваат,
низ денови и гради што ветрот развејува.
Човекот над гробот ги броји,
среќен што уште еден ден има.

Животот како лист се вие,
се крши и згрчува, а срцето не спие.
Недостасува нешто, нема опис,
што го полни празнината во душата на човекот.

Ден по ден старееме, листот се суши,
животот како есенски ветар ни души.
Сепак, сме благословени што над сѐ сме живи,
иако времето некогаш ни е сурово и криви.",224,225,449,3058,47.31931686401367,0.0001635220932761,0.0,0.0,0.0,0.805233895778656
Кочо Рацин,Печал,,Песна за Животот,"Песна за Животот

Крај гробот струи жал, но лист над главата
со ветар се лелее, пее песна сладка.
Човекот што тука почива, него не го има,
но во градите ни натаму срце крши.

Денови минуваат, животот тече,
остава трага тивка, непрестајно клече.
Има нешто што над сето ова влева
сјај и надеж, а тоа е душата што живее.

Над сето ова што со векови мине,
душата на човекот вечно ќе остане,
бесмртна и чиста, во вечноста заспана,
живеејќи вечно во лисјата, во срцата.",224,236,460,3233,43.425418853759766,0.0019293026968423,0.0,0.0,0.0,0.7001898288726807
Кочо Рацин,Селска мака,,Песна за животот,"Песна за животот

Над гробот мој, зелен лист шепоти,
Животот мој, роден низ мирни дни.
Во гради што'н човек живот пулсира,
Што над моите денови тажно ни.

Што има во срцето човечко, тоа знае,
Што нема, никој не може да сјае.
Се менуваат листови, годините летат,
Но еден живот, вечно во мене ќе тлее.",224,169,393,2559,41.4254264831543,0.0013763607146716,0.0,0.0,0.0,0.7746293544769287
Кочо Рацин,Утрото над нас,,Песна за времето,"Песна за времето

Листовите се слеваат низ времето,
жестоко искоренет е животот.
Човекот стои сам над гробот,
гради сè потешко го бранат срцето.

Денови незапирливо минуваат,
немајќи милост над човечкиот дел.
Надежта трепери, како пламен на гел,
а праста над укот неумолливо чека.

Кога ќе го нема, кога ќе замре животот,
тогаш ќе се раѓа нов почеток,
со можност за пораст, за голем одговор -
да се живее во времето, да се биде над него.",224,225,449,2711,64.09812927246094,0.0026244834792589,0.0,0.0,0.0,0.7902592420578003
Кочо Рацин,Татунчо,,Животот во листот,"Животот во листот

Еден обичен лист, што шушка на ветрот,
крие живот во себе, што никој не го видел.
Човекот што минува, го гази без жал,
не слути дека во него има бескрајни денови.

Внатре во тој лист, срцето му чука,
тагува за оние што го имале, а сега ги нема.
Над него се издигнува небото, толку широко,
но тој лист е најмалиот дел од тој бескрај.

Кога ќе дојде неговиот крај, ќе заврши и животот,
ќе падне на студената земја, во мрачниот гроб.
Срцето ќе престане да чука, мигот ќе застане,
оставајќи ја трагата на својот живот, што сега нема.",224,275,499,3377,27.322078704833984,0.0015752962183035,0.0,0.0,0.0,0.790651798248291
Кочо Рацин,Елегии за тебе,,Живот во листот,"Живот во листот

Во листот што трепери,
Жива душа се крие.
Во градите на човекот,
Срцето чувства бие.

Кога сонцето заодва,
Денови се редат.
Над гробовите што чекаат,
Животот пак се слева.

Во срцето што не има,
Вечност се усини.
Над бескрајот на небото,
Надежта се возвишува.",224,159,383,2385,48.20669937133789,8.704288344884533e-09,0.0,0.0,0.0,0.7471880912780762
Гане Тодоровски,Песна што треба да ја напишам,,Во Скопје на пат,"Во Скопје на пат

Одиме низ градот,
Сум тргнал на пат,
Уште не сум првиот,
Но поет сум јас.

Мисли ми се ронат,
Низ Скопје одам,
Спомени за Делчев,
Во срце ги водам.

Биди поет, биди,
Чувај го во себе,
Оној пламен што гори,
Во твоето тело.

Со зборови сликам,
Убавини земни,
Низ Скопје корачам,
Во моменти темни.",230,202,432,2362,43.16371154785156,0.0043998728414129,0.0,0.0,0.0,0.8195992112159729
